"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"AY036118",2.98751632478024e-39,3.60530368229653,0.972,0.183,9.64519645455299e-35
"Gm42418",5.33378823705242e-38,3.16695414608645,1,1,1.72201353233237e-33
"Lars2",4.06103310979819e-35,3.32454361601042,0.982,0.492,1.31110453949834e-30
"B2m",5.2304107561945e-31,2.29822833793098,0.972,0.81,1.68863811263739e-26
"H2-D1",1.11164875984157e-27,2.4125415000379,0.954,0.77,3.5889580211485e-23
"H2-K1",2.59743444957064e-25,2.29367873487529,0.963,0.746,8.38581712043882e-21
"Ighd",1.21413168012108e-13,-2.44445260343529,0,0.405,3.91982412927089e-09
"Ebf1",3.99505385842493e-13,-2.92239219299929,0.009,0.405,1.28980313819249e-08
"Iigp1",6.7397433375874e-13,2.18487008987345,0.349,0,2.17592613654009e-08
"Ly6d",3.90576198780481e-12,-2.71664259426321,0.018,0.397,1.26097525776278e-07
"Cd79a",4.30526529723119e-12,-3.18073198074503,0.037,0.421,1.38995490121109e-07
"Mef2c",5.76577655638406e-12,-2.21555503316836,0.009,0.373,1.8614809612286e-07
"Bank1",2.28969119836705e-11,-1.83196758910821,0,0.341,7.39226803392803e-07
"Cd79b",2.46393598812962e-11,-2.70793279389649,0.055,0.421,7.95481733767647e-07
"Bst2",3.02451957563801e-11,1.74828437519344,0.587,0.23,9.76466144994731e-07
"Fosb",4.25291972819706e-11,-1.74056146704249,0.009,0.349,1.37305513424842e-06
"Ms4a1",5.96757042894722e-11,-1.86038328964538,0.009,0.349,1.92663011298561e-06
"Iglc2",1.11289744883907e-10,-2.19298316100374,0.018,0.357,3.59298941357694e-06
"Cd37",1.1949530620366e-10,-2.04682372049968,0.037,0.381,3.85790596078517e-06
"Ppic",1.29896990134844e-10,1.43148345413771,0.587,0.214,4.19372432650344e-06
"Btg1",1.44763592983064e-10,-2.29261497558119,0.211,0.548,4.67369259945823e-06
"Syk",1.5009734215254e-10,-1.47443506858939,0,0.317,4.84589269139474e-06
"Klf2",3.26086499484435e-10,-1.83555680491085,0.248,0.587,1.0527702635855e-05
"Ltb",3.2637497994103e-10,-2.21656466714379,0.046,0.381,1.05370162273962e-05
"Fcmr",3.80522186260971e-10,-1.81649678307523,0.009,0.325,1.22851587834354e-05
"Srgn",4.15108395419079e-10,-1.96633564091445,0.064,0.405,1.34017745461049e-05
"Fos",4.17212774850775e-10,-1.87283491779809,0.11,0.46,1.34697144360573e-05
"Stk17b",6.47537342629327e-10,-1.90904428186381,0.211,0.54,2.09057431067878e-05
"Ighm",9.19375656131055e-10,-3.31284849589906,0.101,0.429,2.96820430581911e-05
"Pax5",9.41764000084794e-10,-1.5371036107231,0,0.294,3.04048507427376e-05
"Rps3a1",1.20169184437991e-09,-1.35167875050894,0.679,0.913,3.87966211958054e-05
"Hspa8",1.42461793206039e-09,-0.990102543777666,0.734,0.944,4.59937899365698e-05
"Ccr7",1.83212890167764e-09,-1.53929818164373,0.009,0.302,5.91502815906625e-05
"Rpl22",2.52331372536944e-09,-1.29371437811032,0.532,0.794,8.14651836235525e-05
"Cxcr4",2.58968540424959e-09,-1.31134478384611,0.018,0.325,8.36079932761981e-05
"Gbp2",3.11603512009777e-09,1.95578820385716,0.266,0.008,0.000100601193852357
"Iglc3",3.26100949950283e-09,-1.75272672062644,0.009,0.294,0.000105281691691449
"H2-Ob",3.82865070275164e-09,-1.45249299518939,0.018,0.31,0.000123607987938337
"Npc2",5.89201171313103e-09,1.44935613649714,0.697,0.444,0.000190223598158435
"Siglecg",6.10200469122409e-09,-1.18057934102603,0.009,0.286,0.00019700322145617
"Col4a3",6.24277645653169e-09,0.941498894406427,0.862,0.429,0.000201548037899126
"Rpl8",6.66740673680484e-09,-1.22289171623113,0.661,0.881,0.000215257226497744
"Rps15a",9.21640499529145e-09,-1.59026580455979,0.642,0.849,0.000297551635272985
"Wfdc2",9.64150474787662e-09,1.38594437945318,0.615,0.302,0.000311275980785197
"Ralgps2",1.00824983499837e-08,-1.460105193222,0.018,0.302,0.000325513459229224
"Fcer2a",1.02090623860747e-08,-1.47907501123363,0,0.262,0.000329599579134422
"Sort1",1.04777089878208e-08,1.36668450784664,0.596,0.278,0.000338272834671793
"Rpsa",1.49714961768447e-08,-1.47405324979493,0.679,0.897,0.000483354754069432
"Msln",1.50539689862389e-08,0.993078689225818,0.229,0,0.000486017388720723
"Cd63",1.55440340535833e-08,1.1108861774396,0.578,0.246,0.000501839139419938
"Rpl34",2.12420967009776e-08,-1.15731482140614,0.651,0.873,0.000685801091991062
"Hs2st1",2.18225262226016e-08,0.960765070029722,0.807,0.54,0.000704540259096693
"mt-Nd4",2.5417783910845e-08,-0.591144661793621,0.982,0.992,0.00082061315356163
"Fchsd2",2.62548380848256e-08,-1.61756462001837,0.037,0.31,0.000847637447568593
"Rps3",2.96446158888538e-08,-1.21835521690925,0.725,0.865,0.000957076423971645
"Fau",3.11168484147719e-08,-1.41508121586508,0.78,0.937,0.00100460745107091
"Enpep",3.12467799492986e-08,0.795688773745457,0.22,0,0.0010088022906631
"Clu",3.55663399031586e-08,1.65138019912674,0.459,0.151,0.00114825928377347
"Ccl5",3.91398136992185e-08,1.83034820679961,0.275,0.024,0.00126362888527927
"Igfbp7",4.08627079199616e-08,1.00953888461996,0.899,0.722,0.00131925252519596
"Ndnf",4.64595177256854e-08,1.05523114018819,0.853,0.508,0.00149994552977375
"Cd19",4.72060362412293e-08,-1.09705959372091,0.009,0.262,0.00152404688004809
"Rpl9",4.86731279812347e-08,-1.16991763821213,0.679,0.897,0.00157141193687416
"Col4a1",4.87863282704716e-08,1.17910302685023,0.734,0.421,0.00157506660821218
"Cd53",4.94040471567724e-08,-1.13689616663553,0.037,0.31,0.0015950096624564
"Ets1",5.31484308141447e-08,-1.58215719722435,0.165,0.468,0.00171589708883466
"Cldn3",6.25580647010544e-08,1.08160887034268,0.229,0.008,0.00201968711887354
"mt-Cytb",7.02727060863849e-08,-0.559385151933986,0.991,1,0.00226875431599894
"Atf4",8.09928684102931e-08,-0.932996899546567,0.229,0.54,0.00261485475662631
"mt-Nd1",8.40491429667472e-08,-0.659268250233114,0.936,0.952,0.00271352658068143
"Ripor2",8.86648049027741e-08,-1.29773956880695,0.037,0.302,0.00286254322628606
"Foxp1",9.62391792188073e-08,-1.68338620370175,0.303,0.563,0.00310708190107919
"Sparc",9.63767303861223e-08,0.724067787232358,0.972,0.865,0.00311152274051596
"Tsc22d3",1.00032858423954e-07,-1.27001646796311,0.312,0.587,0.00322956083421734
"Bcam",1.00233011403122e-07,1.01689405960745,0.78,0.492,0.0032360227731498
"Lap3",1.03359144792777e-07,0.879868557969092,0.294,0.04,0.00333694998963481
"Sell",1.07146616034985e-07,-1.33711433204927,0.028,0.286,0.00345922849868949
"H2-DMb2",1.2285706069664e-07,-1.37202106504539,0.037,0.294,0.00396644020459101
"Rack1",1.28022677800588e-07,-1.09120007388267,0.56,0.802,0.00413321215279199
"H2-Q7",1.38095639003339e-07,1.37428962186197,0.514,0.23,0.00445841770522281
"Ptprc",1.49692081594328e-07,-1.38832395833251,0.101,0.405,0.00483280885427287
"Gstt1",1.54394626857453e-07,1.05148105768569,0.45,0.143,0.00498463052809286
"Glipr2",1.59016368365443e-07,0.763399268162554,0.294,0.04,0.00513384345267831
"Slc38a1",1.65017430411691e-07,-1.10926127522092,0.018,0.262,0.00532758774084146
"Junb",1.65996859400487e-07,-1.96338491875649,0.266,0.524,0.00535920860574471
"Bach2",1.72302919891048e-07,-1.14381726126289,0.009,0.246,0.00556279976868249
"Dnaja1",1.75863986530984e-07,-1.05567434658551,0.33,0.619,0.00567776880515283
"Gm26740",1.81789783012442e-07,-1.04753541014302,0,0.222,0.00586908314455669
"Coro1a",1.86785679508116e-07,-1.5680022241749,0.11,0.405,0.00603037566291953
"Prkcb",2.09330503901044e-07,-1.07210129427075,0.009,0.238,0.00675823531844521
"Cybb",2.09330503901044e-07,-1.13412308301546,0.009,0.238,0.00675823531844521
"Ifi209",2.16300506785675e-07,-1.0361214102948,0.018,0.254,0.0069832618615755
"Pde4b",2.20652859207159e-07,-0.918112209596945,0.009,0.238,0.00712377755950313
"Arhgdib",2.23814251194479e-07,-1.69925665473701,0.092,0.365,0.00722584309981376
"Gimap6",2.27660601778624e-07,-1.41262980604769,0.046,0.302,0.00735002252842289
"Fcrla",2.28527458427103e-07,-1.07464331021474,0.009,0.238,0.00737800899531901
"Add3",2.36352617082768e-07,-1.10743583142412,0.055,0.317,0.00763064424251717
"Dock2",2.37880463429998e-07,-0.940586673204982,0.037,0.294,0.00767997076183749
"Mmp14",2.43393589090544e-07,0.694431577501721,0.303,0.048,0.00785796202378822
"Gm8369",2.45151004979135e-07,-1.26838518819984,0.028,0.27,0.00791470019575139
"Rps9",2.53789474790467e-07,-1.17928490406538,0.716,0.881,0.00819359319361024
"Cd69",2.53814687278686e-07,-1.22007900561137,0.009,0.238,0.00819440717879238
"Serpinb9",2.64369576802106e-07,1.20012671879151,0.661,0.397,0.008535171787056
"Pou2f2",2.85548561851878e-07,-1.42922601836319,0.037,0.286,0.00921893531938789
"Slfn2",2.86071401302851e-07,-1.15033531730761,0.046,0.302,0.00923581519106254
"Ptprcap",2.87530862750251e-07,-1.25760652036187,0.064,0.341,0.00928293390389184
"Cd22",3.02078849954566e-07,-1.05472874202021,0.009,0.238,0.00975261567078316
"Nnat",3.12347005250465e-07,1.41908490559957,0.284,0.048,0.0100841230645113
"Gm31243",3.19309834302485e-07,-0.864095432722225,0,0.214,0.0103089180004557
"Rasgrp2",3.19309834302485e-07,-0.800166346082457,0,0.214,0.0103089180004557
"Dock10",3.41016088272288e-07,-0.83946912271517,0.009,0.238,0.0110097044098708
"Ifit3",3.43325485507954e-07,1.36260796926063,0.486,0.19,0.0110842632996243
"Srsf5",3.5985428695588e-07,-0.669658904378209,0.468,0.746,0.0116178956543706
"mt-Nd5",3.99390608799322e-07,-0.916734515469645,0.743,0.849,0.0128943258050861
"Serinc3",4.11551600407579e-07,-1.11277019889152,0.404,0.643,0.0132869434191587
"Rps20",4.39921765862869e-07,-1.44532233286131,0.752,0.897,0.0142028742108827
"Rpl35a",4.68580579744785e-07,-1.17811851925418,0.706,0.897,0.0151281240170604
"Bex4",7.61719332345895e-07,0.578451803536656,0.22,0.016,0.0245921086447872
"Tnfrsf13c",8.70922795550674e-07,-1.13638906098271,0.009,0.222,0.0281177424543535
"Rpl14",9.94350724978208e-07,-0.927952345204656,0.642,0.825,0.0321026131559214
"Smim22",1.14090177411093e-06,0.692334485526328,0.394,0.111,0.0368340137771715
"H2-Q4",1.30972297518555e-06,1.01816260593601,0.495,0.198,0.0422844062538655
"Rpl27a",1.31294082241025e-06,-1.11305991636449,0.725,0.889,0.042388294451515
"Rpl7",1.36743051178343e-06,-0.916700113873508,0.752,0.841,0.044147494072928
"Myh14",1.41458225415841e-06,0.808068979132649,0.862,0.579,0.0456697880755041
"Rpl10",1.4254651993415e-06,-0.868926726830288,0.606,0.841,0.0460211439607403
"Crlf1",1.4440382578096e-06,1.12806480063422,0.486,0.206,0.0466207751533828
"Ager",1.45647173966788e-06,0.514378353077285,1,0.952,0.0470221901151775
"Dennd4a",1.46786249534982e-06,-1.52312038907096,0.055,0.286,0.0473899406623688
"Mzb1",1.56199713155698e-06,-0.981254322693534,0.018,0.23,0.0504290773923172
"Rpl23",1.80626400431403e-06,-1.08330162921965,0.807,0.944,0.0583152333792786
"Rps14",1.87809065429101e-06,-0.844221318268198,0.872,0.937,0.0606341567737853
"Rac2",2.03315182671725e-06,-1.10321568768996,0.083,0.349,0.0656403067255665
"Dag1",2.03472602146584e-06,0.894993908618917,0.771,0.524,0.0656911296030248
"Zfp36l2",2.08613145560121e-06,-1.11468764146868,0.083,0.341,0.067350754044085
"Spock2",2.11046786678985e-06,0.899189546842788,0.826,0.524,0.0681364550793102
"Cerk",2.1657837342278e-06,-0.855160135134449,0.018,0.222,0.0699223278595447
"Muc1",2.24812902425197e-06,0.851067345507087,0.165,0,0.0725808455479749
"Gmfg",2.40898549346926e-06,-1.27911817590502,0.128,0.373,0.0777740966566551
"Col4a2",2.45379011295816e-06,0.652743313995759,0.761,0.389,0.0792206137968542
"Bcl11a",2.64766386614562e-06,-0.991344663860573,0.009,0.206,0.0854798279185115
"Rps13",2.66048082906784e-06,-1.14977522904279,0.706,0.857,0.0858936235664552
"Malt1",2.74532387384214e-06,-1.13709500509907,0.11,0.349,0.0886327812669935
"Lrpap1",2.77025482703377e-06,1.01165348653737,0.606,0.325,0.0894376770907853
"Rpl13",2.81853044909158e-06,-1.08822752979461,0.835,0.96,0.0909962555489216
"Ikzf3",2.85699806505182e-06,-0.889920256687772,0.028,0.238,0.092238182530198
"Sftpd",3.07178684266327e-06,2.03069655418323,0.349,0.119,0.0991726382153836
"Clic5",3.08012696326293e-06,0.598872624797806,0.954,0.77,0.0994418990089438
"Pecam1",3.09674755785724e-06,-0.852104562433366,0.018,0.222,0.099978494905421
"Rpl17",3.10174415987131e-06,-1.24826446651272,0.752,0.881,0.100139810201445
"Ddx5",3.13323168278468e-06,-0.893998337452109,0.688,0.817,0.101156384878703
"Eif1",3.30932636981006e-06,-0.624463301261477,0.835,0.968,0.106841601849318
"Rpl18a",3.33447442340401e-06,-1.29226181356434,0.743,0.849,0.107653506759598
"Rps10",3.56355389311246e-06,-1.02348132505363,0.716,0.881,0.115049337439136
"S1pr1",3.58678962718154e-06,-0.837364250905854,0.009,0.198,0.115799503113556
"Bsg",3.72869106120812e-06,0.829987416809125,0.807,0.675,0.120380790911104
"Grap2",4.11028781746377e-06,-0.903863769976892,0.009,0.198,0.132700642186818
"Pgc",4.51070389495038e-06,0.684559580123892,0.156,0,0.145628075248473
"Ltbp3",4.74144474877469e-06,0.992637231012785,0.541,0.27,0.153077543714191
"Hvcn1",4.78668764197175e-06,-0.8302039723954,0.009,0.198,0.154538210521058
"Plaat3",5.09624491774954e-06,0.855373105485145,0.422,0.159,0.164532267169544
"Cd52",5.11441147955288e-06,-1.61814050076035,0.174,0.421,0.165118774617365
"Apoe",5.34797333810504e-06,0.73639155749147,0.523,0.23,0.172659319220721
"Isg15",5.79563314275502e-06,1.24245074433241,0.257,0.048,0.187112016013846
"Satb1",6.08605650356194e-06,-1.0034409548811,0.028,0.23,0.196488334217497
"Scarb2",6.11092572190676e-06,0.955857156458972,0.55,0.262,0.19729123693176
"Rpl30",6.11478084168711e-06,-1.20143577808894,0.734,0.833,0.197415699473868
"Pgap1",6.24308274168122e-06,-1.26734985321589,0.037,0.238,0.201557926315178
"Pag1",6.254092297453e-06,-0.794231177072131,0.009,0.19,0.20191336982327
"Dusp2",6.3561477716906e-06,-1.33304854112657,0.037,0.246,0.205208230809031
"Pmepa1",6.46849589428829e-06,0.63578984091476,0.248,0.04,0.208835389947098
"Wdfy4",6.46990010791945e-06,-0.735585324917318,0.009,0.19,0.208880724984179
"Rbm39",6.51995683163841e-06,-0.817911953209414,0.477,0.69,0.210496806309446
"Serpinb1a",6.72220116324829e-06,-0.915936860233104,0.018,0.206,0.217026264555471
"Aldh1a1",6.8846886791698e-06,-0.922113189580693,0.138,0.397,0.222272174006997
"Rpl26",7.17085974039142e-06,-0.950376561279253,0.734,0.865,0.231511206718537
"Rpl27",7.32292620373297e-06,-0.747188327997312,0.679,0.873,0.236420672487519
"Gimap1",7.41661141254601e-06,-0.811896983410717,0.055,0.286,0.239445299454048
"Tmem176a",7.64886327129546e-06,1.00489032540986,0.587,0.373,0.246943550713774
"Rps5",7.75047107810633e-06,-1.18631777535488,0.697,0.833,0.250223958756663
"Fam174b",7.88068801277215e-06,0.708732934148757,0.716,0.468,0.254428012492349
"Lgals3bp",7.96467667391853e-06,0.68104227655122,0.239,0.04,0.25713958641746
"Arhgap8",8.03883792427931e-06,0.742163019683573,0.349,0.111,0.259533882385357
"Prdx4",8.27759324222006e-06,0.282300794440697,0.193,0.016,0.267242097825075
"Neurl3",8.47201885943298e-06,-0.716237144605209,0.009,0.19,0.273519128876794
"Tpt1",8.51845777495419e-06,-0.879609189974285,0.927,0.976,0.275018409264396
"Cmah",8.64582880866871e-06,-0.80310073916208,0,0.167,0.279130583087869
"Egr3",8.64599784097551e-06,-0.725627736875528,0,0.167,0.279136040295894
"Rpl13a",8.67352339130444e-06,-1.16831510369319,0.761,0.873,0.280024702688264
"Rps27a",8.92473251901264e-06,-0.927355337208819,0.817,0.905,0.288134989376323
"St8sia4",8.96506802718101e-06,-0.791243498738765,0.018,0.206,0.289437221257539
"F830016B08Rik",9.01252887082529e-06,0.704495641623871,0.147,0,0.290969494594595
"Igfbp6",9.09405351315843e-06,-1.40346256005668,0.349,0.556,0.29360151767232
"Klc3",9.13551609879689e-06,0.531148208861281,0.239,0.04,0.294940137249658
"Ank3",9.60278620226594e-06,0.521266825069622,0.202,0.024,0.310025952540156
"Rps15",9.70294858368053e-06,-0.765269182189535,0.734,0.889,0.313259695024126
"Rpl19",9.82411613620383e-06,-0.95485718560924,0.826,0.921,0.317171589457341
"Man1a",1.03683409091027e-05,-1.06768507572359,0.064,0.278,0.334741886250381
"Lamb2",1.03760819375891e-05,0.80674427760416,0.486,0.222,0.334991805355064
"Rplp1",1.03898336802686e-05,-0.760037899172689,0.89,0.968,0.335435780367471
"Coq7",1.08784418061315e-05,0.695231643617112,0.294,0.071,0.351210493710955
"S100a11",1.08931204368789e-05,0.801244576384307,0.844,0.738,0.351684393304637
"Rpl15",1.10846600876513e-05,-0.722981351476661,0.606,0.849,0.357868250929823
"Zfp36",1.11662430538442e-05,-1.2762631606687,0.156,0.389,0.360502156993359
"Pou2af1",1.12350700170537e-05,-0.8869711298024,0.009,0.183,0.36272423550058
"Rps16",1.14023976463348e-05,-1.22749426296191,0.826,0.913,0.368126408011918
"Rsrp1",1.17187065101297e-05,-0.695938938994908,0.431,0.69,0.378338439679538
"Arhgap15",1.35420959774569e-05,-0.927145834326756,0.037,0.23,0.437206568632195
"Hnrnpa2b1",1.3727789143811e-05,-0.652482645780497,0.459,0.675,0.443201672507939
"Arhgap30",1.39273832560271e-05,-0.842253497911186,0.037,0.238,0.449645568420834
"St6galnac2",1.43141075683086e-05,0.697548334723426,0.275,0.063,0.462130962842843
"Treml2",1.47941141609072e-05,-0.578293361923197,0,0.159,0.47762797568489
"H2-Q6",1.51322908256957e-05,0.8876988417553,0.431,0.175,0.488546009307587
"Mndal",1.57554242075982e-05,-1.07502267759292,0.055,0.262,0.508663870542308
"Laptm4a",1.63656527000428e-05,0.77959198620167,0.725,0.468,0.528365097420883
"Rps23",1.66848682573925e-05,-0.96848539216737,0.706,0.849,0.538670971689916
"Trim7",1.7137700668462e-05,-0.80681633222623,0.028,0.214,0.553290666081296
"Rps12",1.77981522592654e-05,-0.931986831439355,0.725,0.857,0.574613345690385
"Celsr1",1.79359998160558e-05,0.332654784801323,0.138,0,0.579063754061362
"Jund",1.83617343774899e-05,-0.688869340277033,0.734,0.905,0.592808594377261
"Sptbn1",1.84106779412788e-05,0.675785398606206,0.862,0.73,0.594388737334187
"Rnase6",1.87951545710292e-05,-0.757967180506432,0.009,0.175,0.606801565325678
"Lamp1",2.07368706680373e-05,0.728679662897522,0.743,0.603,0.669489869517585
"Lyn",2.11859514078479e-05,-0.713917718641581,0.064,0.27,0.68398844120237
"Rps18",2.15417816303537e-05,-1.13200528229044,0.651,0.817,0.695476419935969
"Snhg18",2.15422580128918e-05,0.436863966526641,0.312,0.079,0.695491799946212
"Mmp15",2.21727891881709e-05,0.4662755930479,0.193,0.024,0.715848498940098
"Fth1",2.23646073488774e-05,-0.578315359766019,0.945,1,0.722041348258507
"Clec2i",2.37363263928307e-05,-0.599999708546861,0.009,0.175,0.766327297592539
"Mal",2.39109924774453e-05,0.507962454112832,0.156,0.008,0.771966392134321
"Clk1",2.44017535642729e-05,-0.766422185531506,0.266,0.484,0.787810613822551
"Laptm5",2.44046522794981e-05,-1.07214517655264,0.119,0.341,0.787904198843597
"Rgs2",2.49447329137642e-05,-0.772810007721183,0.009,0.175,0.805340702120877
"P2ry10",2.52305770031352e-05,-0.622406181846784,0,0.151,0.81456917854622
"Tapbp",2.560317985715e-05,1.00334029820265,0.633,0.421,0.826598661688089
"Blnk",2.62123660754107e-05,-0.622170272898979,0.009,0.175,0.846266238744635
"Pcbd1",2.65116728825671e-05,0.362872679709627,0.193,0.024,0.855929359013678
"Ms4a4c",2.66482127271009e-05,-0.717802566746822,0.009,0.175,0.860337547894453
"Vnn1",2.69066636615587e-05,0.431103558749288,0.284,0.071,0.868681636313422
"4930523C07Rik",2.78384177572197e-05,-0.607497373570206,0.468,0.73,0.898763317291839
"Col4a4",2.84252219412061e-05,0.739698517385216,0.734,0.46,0.917708290371838
"Nectin2",3.07155724367243e-05,0.836937141729234,0.422,0.175,0.991652256119644
"Mlec",3.16238305544564e-05,0.637229694526172,0.385,0.135,1
"Eef1a1",3.17822393132888e-05,-0.715655803360573,0.862,0.96,1
"Rcsd1",3.27189462954098e-05,-0.698045627653163,0.037,0.23,1
"Jak1",3.28858010940395e-05,-0.924625909124485,0.266,0.468,1
"Tcf4",3.30134505661896e-05,-0.769028094864918,0.11,0.317,1
"AW112010",3.40756496621547e-05,1.2459015182097,0.284,0.079,1
"Myl6",3.44208550996573e-05,0.416016120391732,0.954,0.937,1
"Prr5l",3.49042711607374e-05,0.366114796448787,0.312,0.087,1
"Bex3",3.50629342891995e-05,0.678555670865931,0.367,0.127,1
"Ctsd",3.53250464101864e-05,0.911467496281583,0.624,0.365,1
"Pwwp2b",3.54579303535524e-05,0.588636210473742,0.33,0.103,1
"Rpl23a",3.55569172664337e-05,-0.739448937812212,0.606,0.754,1
"Sp100",3.69360792592303e-05,-0.925568628635866,0.248,0.46,1
"Vpreb3",3.70033116217308e-05,-0.74546233468083,0.009,0.167,1
"Gm4951",3.90667615588315e-05,0.511077836250926,0.147,0.008,1
"Ahnak",3.92624216091212e-05,0.604543078160973,0.954,0.833,1
"Phf11d",3.97984814574801e-05,0.544971207357592,0.147,0.008,1
"Hspe1",4.13027472861821e-05,-0.77503537511635,0.275,0.492,1
"Rpl37a",4.21816302209336e-05,-0.899413591976288,0.78,0.905,1
"March1",4.28934399319473e-05,-0.706007991209845,0,0.143,1
"Stk10",4.28934399319473e-05,-0.588244501839956,0,0.143,1
"Cbx7",4.34702507157151e-05,-0.706911022458882,0.101,0.31,1
"Ifit1",4.4682750172509e-05,0.992708037656703,0.257,0.063,1
"Lamc2",4.5328940543294e-05,0.980966796133533,0.642,0.405,1
"Dennd5b",4.76303077821296e-05,-0.619454598645554,0.037,0.214,1
"Stap1",4.81246823734675e-05,-0.778031917356929,0.028,0.198,1
"Il16",4.84886529607406e-05,-0.64730408836848,0.018,0.183,1
"Gbp6",4.87853260824244e-05,0.934605924076582,0.165,0.016,1
"Rpl18",4.92366040895638e-05,-1.05788440790912,0.716,0.825,1
"Ly86",4.96503119671087e-05,-0.631849828392846,0.046,0.246,1
"Isg20",5.00807139723171e-05,0.779942847998782,0.321,0.103,1
"Rhoh",5.09473412098803e-05,-0.914375065828173,0.064,0.262,1
"Igkc",5.17995252211606e-05,-3.4195346609601,0.367,0.5,1
"Sfpq",5.39819954256228e-05,-0.912109767107418,0.275,0.476,1
"Itga4",5.51170899188913e-05,-0.583802469698874,0.037,0.222,1
"Cyp4f18",5.56563966064929e-05,-0.727254210875376,0.009,0.159,1
"Cxcr5",5.56563966064929e-05,-0.794245222688609,0.009,0.159,1
"Dok3",5.56563966064929e-05,-0.751255250755592,0.009,0.159,1
"Arhgap25",5.65844675448744e-05,-0.634203640141709,0.009,0.159,1
"Spib",5.65844675448744e-05,-0.632792698645515,0.009,0.159,1
"Elmo1",5.65844675448744e-05,-0.634808816410236,0.009,0.159,1
"Inpp5d",5.75271843881304e-05,-0.711010528706391,0.009,0.159,1
"Apbb1ip",6.02454010919594e-05,-0.909600932918092,0.028,0.19,1
"Rps2",6.05866242245423e-05,-0.815255127424674,0.697,0.849,1
"Rps7",6.13293972118746e-05,-1.05774560639653,0.734,0.865,1
"Oasl2",6.16482433671555e-05,0.676411642625565,0.211,0.04,1
"Sox4",6.38421257993432e-05,0.840580775204009,0.44,0.206,1
"Igtp",6.41773888388834e-05,0.725868909463465,0.248,0.063,1
"Rpl21",6.4698212216401e-05,-0.835371685323966,0.771,0.889,1
"Btla",6.83831013734176e-05,-0.721764168542647,0.018,0.175,1
"Shisa5",6.85025247581604e-05,-1.28815164810963,0.459,0.579,1
"Ptgs1",6.87615091459637e-05,0.550405279331296,0.303,0.095,1
"Cox6b2",7.02715335352597e-05,0.284669864282366,0.119,0,1
"H3f3a",7.12893050978919e-05,-0.79124277897863,0.716,0.873,1
"Pkib",7.27023093226724e-05,-0.48614206632168,0,0.135,1
"Gpr18",7.27023093226724e-05,-0.580671264064591,0,0.135,1
"Clip4",7.33642718550177e-05,0.550142750536708,0.321,0.103,1
"Ifi203",7.37639441895078e-05,-0.780777612298029,0.073,0.278,1
"Gja1",7.38084983797879e-05,0.972729579907065,0.422,0.206,1
"Gde1",7.43888386630837e-05,0.843093984960265,0.468,0.246,1
"Eef1b2",7.47464731706174e-05,-0.87828320046291,0.431,0.619,1
"Aifm1",7.5411590654994e-05,0.468166101406951,0.211,0.04,1
"Fli1",7.61351382437596e-05,-0.731787263290969,0.028,0.19,1
"Rps4x",7.72379562153759e-05,-1.07223114301873,0.752,0.825,1
"Hsph1",7.75776453817617e-05,-0.806881352779915,0.064,0.246,1
"Plxna1",7.90823614382306e-05,0.801298726633253,0.477,0.246,1
"Smad7",8.019338416987e-05,-0.948853083072122,0.239,0.421,1
"Cnbp",8.056507647949e-05,-0.750015615858228,0.376,0.563,1
"Ramp1",8.18669409998564e-05,0.534124139943414,0.174,0.024,1
"Gnb4",8.24189435912071e-05,0.4391837261119,0.138,0.008,1
"Nr4a1",8.34591672701824e-05,-0.758381274755017,0.018,0.175,1
"mt-Co1",8.42508475345396e-05,-0.392742678169611,1,1,1
"Lsp1",8.6699984933784e-05,-0.973115954582263,0.11,0.31,1
"Ap1m2",8.76610897888382e-05,0.497539669358444,0.294,0.087,1
"Mpeg1",8.79253256090673e-05,0.604364752122284,0.156,0.016,1
"Gsta3",9.10634589142484e-05,-1.10536710836942,0.119,0.31,1
"Tst",9.22997256525121e-05,0.523573569151563,0.193,0.032,1
"Ociad2",9.38904322020935e-05,0.411742656669539,0.202,0.04,1
"Rpl32",9.42894665171772e-05,-0.864140116607783,0.697,0.857,1
"Rplp2",9.48622801279624e-05,-1.03077624146651,0.67,0.786,1
"Irf8",9.59470491904819e-05,-0.914822477770221,0.064,0.254,1
"Rps21",9.97891638748971e-05,-0.978599013628658,0.743,0.825,1
"Rbm25",0.000100060669920639,-0.758875576867044,0.339,0.516,1
"Fgfbp1",0.00010230015710516,0.32651720357853,0.156,0.016,1
"Smap2",0.000103249906433202,-1.06517064443664,0.138,0.325,1
"Zfp36l1",0.000109286038936394,-0.883597456550447,0.376,0.579,1
"Cldn18",0.000109870430942603,0.541769440656592,0.908,0.841,1
"Arhgap17",0.000109872625147283,-0.749725341627778,0.138,0.333,1
"Rps19",0.000111636779256027,-0.680127859475768,0.844,0.944,1
"Ier2",0.000116072371527652,-0.842816568901115,0.092,0.286,1
"Irgm2",0.000116328728853786,0.574213097430805,0.202,0.04,1
"Ano1",0.00011780483738824,0.654341612269601,0.587,0.325,1
"Rpl6",0.000118342562827053,-0.811700932611214,0.716,0.849,1
"Ppp1r15a",0.000119104126976477,-0.781051690926711,0.174,0.365,1
"Fbln5",0.000119409018229101,0.653006129486962,0.679,0.421,1
"Pan3",0.000120855614999221,-0.714231514938502,0.119,0.31,1
"Tnfrsf13b",0.000122917754979404,-0.527136369067996,0.018,0.167,1
