"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"BC005624",0.523522059284164,0.0623158673086561,0.327,0.27,1
"Psmd6",0.523658260663682,-0.00337813078111115,0.245,0.198,1
"Ncbp2",0.524176903304347,-0.0667243234917962,0.164,0.127,1
"Ptdss2",0.524971205533704,-0.145668535830621,0.045,0.063,1
"Xylt2",0.524971205533704,-0.163144436604188,0.045,0.063,1
"Kank2",0.525610145091971,0.0653328328420706,0.273,0.23,1
"mt-Nd3",0.525772859426877,0.182581882638177,0.855,0.865,1
"4933421O10Rik",0.525837435602242,0.0269812288338349,0.018,0.032,1
"Shh",0.525837435602242,-0.00898507281454693,0.018,0.032,1
"Aqp4",0.525837435602242,0.00368812782090436,0.018,0.032,1
"Zfp280c",0.525837435602242,0.0408369305858811,0.018,0.032,1
"Zfp318",0.525927556615739,-0.0755212563986897,0.218,0.254,1
"Pja1",0.526705703548994,-0.0820272267696076,0.136,0.103,1
"Eif3h",0.526798182726278,-0.0874520308095064,0.6,0.603,1
"Ubxn2a",0.526975427898897,-0.0329867895876446,0.227,0.254,1
"Arhgap6",0.527096410759296,-0.0560490829919559,0.145,0.111,1
"Cnot10",0.527108736277652,-0.173245476052097,0.173,0.135,1
"Rpf1",0.527228262341576,0.188557766403868,0.164,0.135,1
"Zfp148",0.527251208965087,-0.160778154701457,0.282,0.222,1
"Arhgap22",0.527528197394436,0.0484796497658683,0.109,0.135,1
"Cystm1",0.527580611128829,0.196006554397648,0.673,0.635,1
"Itga4",0.527600861928381,0.206390497700924,0.255,0.222,1
"Tspan32",0.527602596381132,-0.0172543744795949,0.191,0.151,1
"Spr",0.527879903550373,0.354125104019052,0.245,0.214,1
"Daxx",0.52793986252721,-0.0562886465670502,0.073,0.095,1
"Prdm5",0.528127521365355,-0.141298085111472,0.045,0.063,1
"Pold1",0.528127521365355,-0.139934662559759,0.045,0.063,1
"Rab20",0.528127521365355,0.0512587137882703,0.045,0.063,1
"Rdh12",0.528127521365355,-0.157744059733932,0.045,0.063,1
"Impa1",0.528262582532153,-0.0817030811155031,0.164,0.127,1
"Eprs",0.528620964521182,0.0801676125915124,0.3,0.254,1
"Atp5g3",0.528693508523283,0.283248754440363,0.491,0.444,1
"Cab39",0.528695047378868,0.208701549170278,0.482,0.429,1
"Son",0.528892582922922,-0.123999161200462,0.6,0.643,1
"Arhgap29",0.528970968474033,-0.114188482508259,0.191,0.222,1
"AI413582",0.529060016942552,-0.193066896967088,0.1,0.119,1
"4632427E13Rik",0.529186712559371,-0.216155200700137,0.164,0.19,1
"Bcr",0.529199118426182,0.155044722834994,0.218,0.19,1
"Fcho2",0.529316402711439,0.20452724156645,0.336,0.286,1
"Sema4d",0.529617398822368,-0.249250649271494,0.091,0.111,1
"Hdac3",0.529617398822368,-0.0739538505117081,0.091,0.111,1
"Rps27rt",0.53031148854727,-0.116253497925527,0.164,0.127,1
"Anapc16",0.530364195457757,0.322526122442684,0.282,0.262,1
"Eya1",0.530421093427875,0.0960501558575357,0.018,0.032,1
