"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"AY036118",2.67734421422138e-45,4.25332257764643,0.985,0.218,8.64380579561372e-41
"B2m",9.55633114000076e-41,2.90877700381186,0.985,0.755,3.08526150854925e-36
"Gm42418",2.10626178008923e-37,2.72018139241379,1,1,6.80006615701808e-33
"H2-K1",4.07122114764771e-35,2.84320984824923,0.97,0.682,1.31439374751806e-30
"Lars2",1.62875383681748e-34,3.09751583178292,0.975,0.527,5.25843176216522e-30
"H2-D1",4.86453708071834e-33,2.41683329070119,0.97,0.764,1.57051579650992e-28
"Bst2",3.57692741852894e-24,2.89547833695726,0.73,0.191,1.15481101707207e-19
"Npc2",1.41790468548479e-21,2.144048069655,0.855,0.536,4.57770527708763e-17
"Tsc22d3",1.82678095955789e-21,-1.90576512397801,0.145,0.645,5.89776232793263e-17
"S100a11",1.09557204275624e-20,1.60570210241126,0.93,0.673,3.53705434003852e-16
"Igfbp6",1.60698688032794e-18,-2.4544459136124,0.125,0.545,5.18815714313875e-14
"Isg15",1.78617902222565e-18,2.43993504353018,0.585,0.073,5.76667897325552e-14
"Gbp2",1.8116291785767e-18,2.62756905379866,0.51,0.009,5.84884480303487e-14
"Iigp1",5.2933499688799e-18,2.57483401183884,0.525,0.027,1.70895803745288e-13
"Btg2",3.54621427229622e-17,-1.52632176196623,0.225,0.655,1.14489527781083e-12
"Tceal9",4.32253341801418e-17,1.99677656353817,0.685,0.218,1.39552991400588e-12
"Sftpd",1.75060238409724e-16,2.32883377620224,0.59,0.109,5.65181979705792e-12
"Irf7",1.93196654103797e-16,1.99329709636357,0.52,0.055,6.2373539777411e-12
"Tppp3",2.25554806760822e-16,-1.7246025042702,0.195,0.645,7.28203693627312e-12
"Apoe",1.53544204741247e-15,1.71651657049456,0.705,0.209,4.95717465007116e-11
"Ifit3",5.55286232259566e-15,2.19746639985466,0.63,0.218,1.79274160085001e-10
"Klf2",3.45207400158301e-14,-2.05001741824666,0.19,0.564,1.11450209141108e-09
"Foxp1",2.09260826653168e-13,-1.50920483085301,0.16,0.527,6.75598578849754e-09
"Ccl5",2.31003708445253e-13,2.95853169541265,0.46,0.064,7.457954727155e-09
"Gsta3",3.01235055542398e-13,-1.45970610198842,0.03,0.318,9.72537376818631e-09
"Serpinb9",3.21434234904811e-13,1.50460964483178,0.725,0.373,1.03775042739018e-08
"S100a14",4.38622440111941e-13,1.81728322949769,0.435,0.045,1.4160925479014e-08
"Irgm1",7.52974726751789e-13,1.85796236284883,0.455,0.073,2.43097890531815e-08
"Tcf4",2.43304431803271e-12,-0.979817296908059,0.07,0.391,7.85508358076861e-08
"Syk",4.28819464012287e-12,-1.42001041940412,0.015,0.264,1.38444363956367e-07
"Sftpc",9.06614235821141e-12,-0.0426822223568006,0.98,0.918,2.92700406034855e-07
"Col4a1",1.21758014545423e-11,1.53765324785288,0.715,0.382,3.93095749959897e-07
"Ly6d",1.27901105384536e-11,-2.35725070753424,0.03,0.291,4.12928718733973e-07
"Msln",1.56017844524403e-11,2.63517519278099,0.375,0.027,5.03703611047036e-07
"Cavin2",1.86395991155536e-11,-1.23302789798831,0.49,0.809,6.01779457445648e-07
"Ms4a1",2.62903816861923e-11,-1.84263999253763,0.02,0.264,8.48784972738718e-07
"Il18bp",2.82975034649373e-11,1.44382867855589,0.36,0.018,9.13584899365501e-07
"Gm14964",3.35986991934923e-11,-1.00897988275625,0.015,0.245,1.0847340034619e-06
"Tapbp",3.51800573194784e-11,1.72768616129999,0.66,0.445,1.13578815055936e-06
"Pax5",3.8587103337412e-11,-1.20017039388009,0.005,0.218,1.24578463124835e-06
"Clk1",4.28874575995802e-11,-1.00465982532342,0.165,0.482,1.38462156860245e-06
"Cxcr4",4.59819021752336e-11,-1.06786332135264,0.015,0.245,1.48452571172742e-06
"Calm1",6.04254351870685e-11,1.0181060849291,0.965,0.918,1.95083517501451e-06
"Rsrp1",6.69276243937964e-11,-1.31123652847815,0.28,0.6,2.16075835355372e-06
"H3f3b",7.12835299077440e-11,-0.947877340034193,0.69,0.918,2.30138876307152e-06
"Glipr2",7.36145903659221e-11,1.19197844021596,0.445,0.082,2.37664704996379e-06
"Stat1",7.98431416730598e-11,1.43663794436807,0.53,0.182,2.57773582891473e-06
"Ddx5",1.12630211108333e-10,-1.02531097274641,0.575,0.791,3.63626636563254e-06
"Bank1",1.42229977634972e-10,-1.42767875596331,0.015,0.236,4.59189482794507e-06
"Cd79b",1.43064549551252e-10,-2.07815545797269,0.04,0.291,4.61883898226217e-06
"Siglecg",1.4975888727694e-10,-1.09285283399138,0.015,0.236,4.83496567573601e-06
"S100a6",1.74581811502241e-10,1.13870864659296,0.96,0.891,5.63637378434984e-06
"Cd79a",1.82646925146109e-10,-2.90061599051924,0.035,0.273,5.89675597834211e-06
"Fcmr",1.93642457643733e-10,-1.52702639791446,0.02,0.245,6.25174674502791e-06
"Ebf1",2.15617348824159e-10,-2.10226755388813,0.03,0.264,6.96120610678798e-06
"Phf3",2.23422478041576e-10,-0.984925991333301,0.175,0.491,7.21319470357227e-06
"Pxdc1",2.40712864442268e-10,-1.28139497429431,0.39,0.682,7.77141482851861e-06
"Ripor2",2.69427826785754e-10,-0.955659206063281,0.02,0.245,8.69847738777807e-06
"mt-Nd4",3.4126679884795e-10,-0.74809199870352,0.955,1,1.10177986008061e-05
"Psmb8",4.29410055048947e-10,1.34766249917643,0.67,0.427,1.38635036272553e-05
"Cyp4b1",4.40022420453732e-10,-1.8368814338338,0.225,0.527,1.42061238443487e-05
"Igtp",4.55222815587071e-10,1.43135501900773,0.395,0.073,1.46968686012286e-05
"Ighm",4.59849878722808e-10,-2.5803795942687,0.09,0.364,1.48462533345659e-05
"Ralgps2",4.71192780109512e-10,-1.18449509641908,0.02,0.236,1.52124589058356e-05
"Ifit1",5.17953850802187e-10,1.69328890109948,0.52,0.191,1.67221400731486e-05
"Aqp5",5.63283177085364e-10,0.906899289429728,0.895,0.636,1.8185597372201e-05
"H2-Ob",6.12801747506518e-10,-0.999887205410723,0.02,0.236,1.97843044182479e-05
"AW112010",9.28045861287482e-10,2.12737367441164,0.51,0.191,2.99619606316664e-05
"Ighd",9.69786461585019e-10,-1.59644108045553,0.015,0.218,3.13095559122723e-05
"Crlf3",1.1180114889519e-09,-1.1211995331965,0.21,0.509,3.60950009208121e-05
"Krt18",1.29940987473093e-09,1.93165548882218,0.725,0.5,4.1951447805688e-05
"Tmem37",1.32433484392324e-09,1.58648217527299,0.615,0.345,4.27561504360617e-05
"Fos",1.41141633099978e-09,-1.33808017080499,0.1,0.382,4.55675762463278e-05
"Mat2a",1.41440446971838e-09,-1.05347033973303,0.15,0.427,4.5664048304858e-05
"Fgf1",1.49534816497996e-09,-1.08025615083758,0.285,0.6,4.82773155063782e-05
"Spock2",1.57534946865739e-09,1.46745091122189,0.715,0.409,5.08601575956038e-05
"H2-Q7",1.71788437771294e-09,1.52833587045561,0.55,0.245,5.54618971344622e-05
"Luc7l2",1.95267294461627e-09,-0.837355008763017,0.24,0.573,6.30420460169364e-05
"Fosb",1.9530815480614e-09,-1.123204997792,0.055,0.3,6.30552377791623e-05
"Ctsh",2.13942704459405e-09,1.84028366431861,0.71,0.527,6.90714021347188e-05
"Igfbp7",2.18795107326204e-09,0.985754007588805,0.925,0.709,7.06380004002649e-05
"Arhgap45",2.32549182717523e-09,-1.13631317456624,0.15,0.436,7.50785036403524e-05
"Wfdc2",2.35004650480024e-09,1.38574330515935,0.625,0.318,7.58712514074758e-05
"Retnla",2.64537109382298e-09,1.40062088386881,0.305,0.018,8.54058057640748e-05
"Tmem176a",2.84333619709165e-09,1.24736579944181,0.675,0.4,9.17971091231039e-05
"Cd19",3.27039316051175e-09,-0.817309492691242,0.015,0.209,0.000105584643187122
"Dusp1",3.29505696770529e-09,-1.37842091544407,0.3,0.582,0.000106380914202365
"Ccr7",3.9960314538978e-09,-1.04566153030914,0.015,0.209,0.000129011875489091
"Hvcn1",4.41539734280582e-09,-1.0685692240785,0.015,0.209,0.000142551103212486
"Spop",4.49187801509815e-09,-1.41464324396592,0.28,0.582,0.000145020281717444
"Id3",4.69014415873979e-09,-0.944029496044675,0.11,0.391,0.000151421304164914
"mt-Cytb",5.0458656354887e-09,-0.713131326405207,0.975,0.991,0.000162905772041753
"Csf1r",5.47141330364707e-09,-0.84716880137574,0.08,0.336,0.000176644578508246
"Krt7",5.67815884827787e-09,0.993440760091852,0.94,0.809,0.000183319358416651
"Klf15",6.58677087215619e-09,-0.766218481259659,0.025,0.227,0.000212653897607562
"Sorl1",6.71939164069762e-09,-1.08323492755395,0.29,0.573,0.000216935559119923
"Mgp",7.48908456833073e-09,0.713537673031276,0.58,0.245,0.000241785095288558
"Ankrd44",7.77959167306878e-09,-1.04690713302291,0.14,0.4,0.000251164117165025
"Vpreb3",8.26988752457686e-09,-0.853327960649306,0.005,0.173,0.000266993318730964
"Txnip",8.84988090618681e-09,-1.12619588679227,0.325,0.6,0.000285718405056241
"Cxcl16",1.01335647115591e-08,1.2976103144019,0.57,0.291,0.000327162136712686
"Rps9",1.05001310620106e-08,-1.00401012229934,0.685,0.9,0.000338996731337012
"Rtkn2",1.05286212518285e-08,-1.29122477730419,0.42,0.673,0.000339916537115285
"Sfn",1.10071369529538e-08,1.62091992069323,0.405,0.109,0.000355365416526115
"mt-Nd1",1.18102384075945e-08,-0.69641443197374,0.905,0.964,0.000381293546989189
"Med13",1.21631198519543e-08,-1.00000761615972,0.125,0.391,0.000392686324420344
"Rbms3",1.39127628407548e-08,-0.858755484077644,0.08,0.327,0.00044917354831377
"Rbm39",1.66509635659269e-08,-0.93325141706182,0.365,0.618,0.00053757635872595
"Pou2f2",1.75645915204424e-08,-0.928057222488899,0.03,0.236,0.000567072837237483
"Psme1",1.86488738515468e-08,1.23281366387109,0.65,0.436,0.000602078892297189
"Iglc2",1.8662600522673e-08,-1.41837546753166,0.04,0.255,0.000602522057874497
"S100a10",1.96946314623471e-08,1.41696210124505,0.705,0.555,0.000635841176761876
"Mef2c",1.97058276801494e-08,-1.54561325371274,0.035,0.236,0.000636202646653623
"Dennd4a",1.98622542795632e-08,-1.12639213786671,0.045,0.255,0.000641252879415697
"C1qb",2.04169210180622e-08,1.0412094057346,0.265,0.009,0.000659160295068139
"Ppic",2.37545713790989e-08,1.61100467241111,0.505,0.245,0.000766916336974207
"Ptprc",2.62869955305664e-08,-1.2320075665673,0.1,0.345,0.000848675650704335
"Ikbkb",2.97951571594521e-08,-0.885227826654392,0.075,0.309,0.00096193664889291
"Hopx",3.03018966668655e-08,-1.15873713029899,0.92,0.973,0.000978296733889752
"Stk17b",3.05137856203723e-08,-1.31936681196533,0.22,0.482,0.00098513756875372
"Cd22",3.25579703717104e-08,-0.820906172819353,0.015,0.191,0.00105113407345067
"Sell",3.34981472289135e-08,-1.12466637393858,0.02,0.2,0.00108148768328547
"mt-Co1",3.50994752113695e-08,-0.482662305207787,0.985,1,0.00113318655719907
"Per1",3.51170894585131e-08,-0.96543582953454,0.075,0.3,0.0011337552331681
"Gadd45g",4.29338237661191e-08,1.23450843117351,0.4,0.118,0.00138611850028916
"Cd69",4.38633583112268e-08,-0.919079023354294,0.03,0.218,0.00141612852307796
"Rtp4",4.65489117530004e-08,0.808674526644468,0.27,0.018,0.00150283161594562
"Ino80d",5.01568489703897e-08,-0.797845389308141,0.08,0.309,0.00161931386900903
"Bclaf1",5.02666723294973e-08,-0.788292128591211,0.175,0.445,0.00162285951615782
"Lcn2",5.05934013330694e-08,1.17559000337625,0.295,0.036,0.00163340796203814
"Plekhm3",5.3266937300132e-08,-0.602933387463452,0.035,0.227,0.00171972307073476
"Krt8",5.56930324149358e-08,1.43447988590074,0.77,0.573,0.0017980495515162
"Lamc2",5.61041998862651e-08,1.57063576916424,0.61,0.345,0.00181132409332807
"Fus",5.76644808707383e-08,-0.828831548614046,0.25,0.527,0.00186169776491179
"Scgb1a1",5.94236927937837e-08,1.02915021972994,1,0.964,0.00191849392184731
"Synm",7.26314888573349e-08,-0.833221900322166,0.015,0.182,0.00234490761775906
"Cytip",7.28937254829949e-08,-0.930459233378079,0.125,0.373,0.00235337392721849
"Ube3a",7.59951600231332e-08,-0.683162880125167,0.16,0.436,0.00245350374134686
"Gbp7",7.75286515124338e-08,0.944406382963988,0.305,0.045,0.00250301251407893
"Rbm5",7.82172797799442e-08,-0.800477828057762,0.16,0.409,0.0025252448776955
"Ets1",7.91120625765655e-08,-1.58309916962465,0.185,0.427,0.00255413294028442
"Ikzf3",8.56731883765366e-08,-0.97466414537199,0.025,0.2,0.00276595888673648
"Zfp36",8.57144996284269e-08,-0.903741850655746,0.15,0.409,0.00276729262050376
"Cystm1",8.59571316254718e-08,1.02777794832538,0.84,0.673,0.00277512599452836
"Hnrnph1",8.62125521042311e-08,-0.804057045225325,0.2,0.455,0.0027833722446851
"Fcer2a",9.25110046871423e-08,-0.640130415657397,0,0.136,0.00298671778632439
"Zbp1",9.2729841503199e-08,1.25029972696701,0.3,0.045,0.00299378293293078
"Snrnp70",1.02655559874713e-07,-0.843624188547244,0.21,0.482,0.00331423475055512
"Psmb10",1.05226185678149e-07,1.19410545858234,0.45,0.173,0.00339722740461903
"Oasl2",1.12599230079858e-07,1.07093910387459,0.325,0.064,0.0036352661431282
"Ttc14",1.14678602581188e-07,-0.783370533203963,0.155,0.4,0.00370239868433367
"Plb1",1.20618262819514e-07,1.26152114812674,0.48,0.2,0.00389416061512802
"Clip4",1.25296902994806e-07,1.07933157568797,0.355,0.091,0.00404521051318733
"Fli1",1.32889431934491e-07,-0.751178442589311,0.045,0.236,0.00429033531000504
"Eif4a2",1.33247252532264e-07,-0.778397413016056,0.38,0.655,0.00430188754800415
"Phf11d",1.36220250054302e-07,0.91007236724896,0.27,0.027,0.00439787077300313
"Kmt2e",1.48360164623957e-07,-1.13033064300482,0.245,0.491,0.00478980791488444
"Arhgef1",1.55327268936932e-07,-0.828490612113359,0.225,0.482,0.00501474087762884
"Arhgap17",1.62461743855276e-07,-0.730080380433252,0.06,0.264,0.00524507740036758
"Ankrd11",1.73497599654164e-07,-0.813994950918335,0.23,0.509,0.00560137000483468
"Gapdh",1.89958450335544e-07,1.03753634577501,0.71,0.645,0.00613280856908303
"Kdm6b",1.96441402103579e-07,-0.721133666808617,0.08,0.3,0.00634211066691405
"Bex3",2.00734833839105e-07,1.19847256545532,0.465,0.182,0.0064807241104955
"Rab6b",2.06346902651153e-07,-0.673161890803782,0.035,0.218,0.00666190975209246
"Ier2",2.18615333670304e-07,-0.798891096021445,0.05,0.245,0.00705799604754577
"Sipa1",2.21390090405096e-07,-0.738057268552614,0.05,0.245,0.00714757906872854
"Stk24",2.36133936946652e-07,-0.686229447170625,0.105,0.336,0.00762358415432265
"Rpl10a",2.39620635646102e-07,-0.874749042003488,0.605,0.818,0.00773615222183441
"Rapgef6",2.4089239978302e-07,-0.919131762038717,0.13,0.364,0.00777721112699479
"Slc38a1",2.54574996178028e-07,-0.803312036762248,0.045,0.236,0.00821895375160763
"St8sia4",2.66710282800067e-07,-0.794082359363858,0.02,0.182,0.00861074148020016
"Cd63",2.81825939373658e-07,1.2945883297466,0.565,0.345,0.00909875045267854
"Aldh1a1",2.85071526086608e-07,-0.986073094418207,0.12,0.364,0.00920353421970614
"Smc3",3.01676764659974e-07,-0.683690014064578,0.115,0.355,0.00973963434704726
"Lgals3bp",3.18538344965867e-07,1.07865913506116,0.305,0.064,0.010284010467223
"Tra2a",3.2431762442013e-07,-0.845414062539607,0.215,0.464,0.0104705945044039
"Pnrc1",3.35425076082452e-07,-0.994174792431476,0.355,0.6,0.010829198581322
"Rpl9",3.39050275041826e-07,-0.838143863444628,0.71,0.891,0.0109462381297253
"Zfp318",3.43820695963462e-07,-0.820591943708597,0.04,0.218,0.0111002511691804
"Rps3a1",3.57207393295585e-07,-0.90032330263925,0.75,0.918,0.0115324406925479
"Timp2",3.93258238436587e-07,0.840134993121195,0.76,0.545,0.0126963422279252
"Baz2b",3.93328986373468e-07,-0.697874784464185,0.12,0.345,0.0126986263250674
"Mt1",3.97665080309363e-07,1.5540119049327,0.27,0.036,0.0128386171177878
"Cd37",4.11279174210426e-07,-1.34312735787845,0.09,0.3,0.0132781481393836
"C1qa",4.24132871157431e-07,1.07972425003428,0.24,0.018,0.0136931297453176
"Sparc",4.2500418204769e-07,0.686810672691388,0.955,0.927,0.0137212600174097
"Sh3bp5",4.32383742985837e-07,-0.51558876429952,0.02,0.182,0.0139595091422977
"Isg20",4.32568707999922e-07,1.19125820513253,0.43,0.173,0.0139654807377775
"Adrb2",4.4249385913965e-07,-0.884472142901745,0.145,0.382,0.0142859142423236
"Top2b",4.46085682301889e-07,-0.656565549915916,0.235,0.491,0.0144018762531165
"Pxk",4.56795547118325e-07,-0.615407348080049,0.09,0.309,0.0147476442387151
"Icam1",4.75503704250298e-07,1.10382634611541,0.71,0.445,0.0153516370917209
"Git2",4.92792268075371e-07,-0.56332403581669,0.12,0.355,0.0159097983748134
"Mapre2",5.04415772232347e-07,-0.855904990482169,0.14,0.373,0.0162850632065213
"Pabpc1",5.37958473840541e-07,-0.704784928266738,0.49,0.745,0.0173679893279419
"Tnfrsf13c",5.57748052072929e-07,-0.611906143879737,0.005,0.136,0.0180068958611745
"F830016B08Rik",5.7119886786345e-07,0.934886726041786,0.2,0,0.0184411554489715
"Pum2",6.74810328664255e-07,-0.764403952977027,0.175,0.418,0.0217862514609255
"Brwd1",7.45960493475674e-07,-0.976102998353268,0.095,0.3,0.0240833345318621
"Cd74",7.79583222561083e-07,0.223953322721353,0.9,0.536,0.0251688443403846
"Gstm1",8.0877962295628e-07,-0.920187090479791,0.055,0.245,0.0261114501271435
"Zbtb20",8.09422328984529e-07,-1.12177437476214,0.275,0.509,0.0261321998912655
"Pnisr",8.21554190564826e-07,-0.841072431450871,0.215,0.455,0.0265238770423854
"Rcsd1",8.36937321748664e-07,-0.589089439606133,0.025,0.182,0.0270205214326556
"Scgb3a2",8.49188789382112e-07,1.09403831886579,0.34,0.091,0.0274160600652015
"Itga4",8.62470270701126e-07,-0.931584211061997,0.065,0.255,0.0278448526895859
"Rps12",8.65436747902424e-07,-0.787101396715316,0.785,0.873,0.0279406254060297
"Satb1",8.82928324812276e-07,-0.778774020815068,0.03,0.191,0.0285053409665643
"Fcrla",8.86455360426922e-07,-0.722601635076024,0.02,0.173,0.0286192113113832
"Ndnf",9.00736166219661e-07,1.41429100152087,0.68,0.455,0.0290802671264017
"Dennd5b",9.33074861658303e-07,-0.774614659709403,0.03,0.191,0.0301243219086383
"Cdkn1b",1.01774421984053e-06,-0.76823105292599,0.13,0.355,0.0328578721375515
"Rfx7",1.06335656482721e-06,-0.57655869838112,0.05,0.227,0.0343304666954465
"Mzb1",1.12351626928337e-06,-0.66267067314077,0.02,0.173,0.0362727227538136
"Rps16",1.21673325823044e-06,-0.95039134283541,0.8,0.936,0.0392822332419698
"Eef1b2",1.2446712242408e-06,-0.759384180695989,0.43,0.709,0.0401842104746142
"Lmo2",1.30149559718943e-06,-0.468606120682211,0.02,0.173,0.0420187853552607
"Lgals3",1.34164798053419e-06,1.12357614741912,0.775,0.555,0.0433151050515462
"Plce1",1.47973428587914e-06,-0.867358377151041,0.1,0.309,0.047773221419608
"Jund",1.49905110798976e-06,-0.787779994962456,0.67,0.845,0.0483968650214493
"Arhgap8",1.53000967358355e-06,0.802824744131055,0.335,0.091,0.049396362311645
"Bcl11a",1.58431025176024e-06,-0.715524998723482,0.02,0.164,0.0511494564780794
"Eif1",1.59782594197462e-06,-0.66425616383561,0.845,0.973,0.0515858105366505
"Inmt",1.62110760380117e-06,-1.53287137863264,0.045,0.218,0.0523374589887209
"Btg1",1.66179182537335e-06,-1.64050063992137,0.22,0.436,0.0536509490821786
"Ythdc1",1.70896837501371e-06,-0.761484734123892,0.175,0.4,0.0551740439873177
"Ffar1",1.73857009814708e-06,-0.475510538660348,0.005,0.127,0.0561297356186784
"Ly6c1",1.76242592884149e-06,1.299167599053,0.345,0.1,0.0568999211126474
"Otud1",1.76607924972451e-06,-0.699127373704469,0.08,0.282,0.0570178685773558
"Man1a",1.83245115476037e-06,-0.597779992608977,0.05,0.227,0.0591606855314386
"Acin1",1.83551113105605e-06,-0.718725885552428,0.2,0.436,0.0592594768661447
"Elmo1",1.86460830992175e-06,-0.590044382649005,0.02,0.164,0.0601988792858236
"Ifitm3",2.0267225856239e-06,0.495217925699198,0.505,0.191,0.0654327386768676
"Iglc3",2.08002801782124e-06,-0.987181397629953,0.03,0.191,0.0671537045553588
"Kat6a",2.08575624623528e-06,-0.659656924765975,0.065,0.245,0.067338640409706
"Nfkb1",2.18201996733318e-06,-0.69862094481858,0.1,0.3,0.0704465146453517
"Safb2",2.29328673609915e-06,-0.712947949504559,0.1,0.3,0.0740387622749611
"Ubtf",2.37361139015863e-06,-0.577577394893704,0.105,0.318,0.0766320437312712
"Inpp5d",2.38056053245125e-06,-0.619131259671299,0.04,0.2,0.0768563967901885
"Prkd2",2.4250393381897e-06,-0.624290896192376,0.035,0.191,0.0782923950334544
"Pdzd2",2.5024537094612e-06,-0.713053624741941,0.12,0.336,0.0807917180099549
"Arhgap31",2.6887594513826e-06,-0.968738319755004,0.22,0.445,0.0868065988878872
"Ppa1",2.70795663009142e-06,1.02313584421029,0.35,0.118,0.0874263798025015
"Gng11",2.71921468695253e-06,-1.12098723169324,0.01,0.136,0.0877898461682623
"Ssr2",2.77751142810339e-06,1.09870943098175,0.525,0.327,0.0896719564563179
"Hnrnpa0",2.87299969656555e-06,-0.746977240043594,0.255,0.5,0.0927547952036187
"Ifit2",2.90637233348591e-06,1.6642042184498,0.34,0.109,0.0938322307865926
"Rasgrp2",2.92017141876967e-06,-0.759044600189423,0.03,0.182,0.0942777342549787
"Fchsd2",2.94841658911419e-06,-0.910874341582631,0.035,0.191,0.0951896295795518
"Mtcl1",2.98547032774249e-06,-0.940673809956665,0.165,0.373,0.0963859095311661
"Mfge8",3.0498053278743e-06,1.17299353402159,0.555,0.318,0.0984629650104217
"Prpf38b",3.06186849922003e-06,-0.743765939656884,0.175,0.4,0.0988524244973186
"Hdlbp",3.0965948891618e-06,1.03277880028447,0.5,0.273,0.0999735659965888
"Nbl1",3.11206691293684e-06,-1.06221489249746,0.33,0.545,0.100473080284166
"Sec14l3",3.19753418623827e-06,-0.75909064776067,0.71,0.836,0.103232391202702
"Il6ra",3.35581345232932e-06,-0.456569950675822,0.035,0.191,0.108342437308452
"Snx29",3.38202164693893e-06,-0.701578858031693,0.015,0.145,0.109188568871423
"Rpia",3.54214031579746e-06,-0.448341828029282,0.015,0.145,0.114358000095521
"Bptf",3.58488764784639e-06,-0.902900100960196,0.225,0.455,0.115738097710721
"Arhgap30",3.59075648592252e-06,-0.668670729218472,0.075,0.255,0.115927573148009
"Eif3f",3.63956085111975e-06,-0.774000205771271,0.365,0.609,0.117503222078401
"Junb",3.77930752487127e-06,-1.0647275585022,0.26,0.5,0.122014943440469
"Lbh",3.78553919596194e-06,-0.706761649756047,0.07,0.255,0.122216132941631
"Hspb1",3.85490411730129e-06,1.22000055637392,0.565,0.345,0.124455579427072
"Tcp11l2",4.11530752097492e-06,-0.644619938769132,0.08,0.264,0.132862703314675
"Spib",4.13266644375327e-06,-0.699818534513479,0.005,0.118,0.133423136136574
"Gramd4",4.13266644375327e-06,-0.33691962605359,0.005,0.118,0.133423136136574
"Srrm2",4.37393474713171e-06,-0.730056635661478,0.42,0.645,0.141212483311147
"Srgn",4.66682344967294e-06,-1.12526927367248,0.135,0.345,0.150668395072691
"Serinc3",5.01614331447417e-06,-0.827179400684348,0.3,0.536,0.161946186907799
"Ubd",5.01655665110642e-06,1.76374534198627,0.17,0,0.161959531480971
"Strbp",5.04252736237349e-06,-0.687591531012654,0.07,0.245,0.162797995894228
"Prxl2c",5.05777518997797e-06,-0.596820917792388,0.09,0.282,0.163290272008439
"Itgb6",5.062943512623e-06,1.13001264230812,0.53,0.3,0.163457131305034
"Cnbp",5.30688561691873e-06,-0.559810925566376,0.335,0.609,0.171332802142221
"Ppp1r16b",5.31248107193463e-06,-0.845984578893552,0.105,0.291,0.171513451407409
"Ptgs1",5.40750947835738e-06,0.992001469634946,0.265,0.055,0.174581443508768
"Aff3",5.53911044477206e-06,-0.411265216503159,0,0.1,0.178830180709466
"Pgap1",5.61608595981182e-06,-0.687501810110069,0.02,0.155,0.181315335212525
"Snx5",5.75740403277497e-06,-0.814955178356279,0.155,0.364,0.18587778919814
"Kcnq1ot1",5.77610510724111e-06,-0.918675014170956,0.1,0.282,0.186481553387279
"Mef2d",5.96731669214432e-06,-0.557080361445706,0.105,0.309,0.192654819405879
"Herpud1",6.21382754162285e-06,-0.712196321747967,0.15,0.355,0.200613422181294
"Ankrd12",6.23135148357496e-06,-0.789658963883642,0.21,0.427,0.201179182647217
"Ly6e",6.49649858261393e-06,0.74561439630492,0.775,0.5,0.209739456739691
"Serpinb1a",6.57786962117474e-06,-0.471504087118047,0.02,0.155,0.212366520719627
"Gbp3",6.60808766027859e-06,0.70819549799412,0.205,0.018,0.213342110112094
"Rps7",6.76088154772423e-06,-0.91378246680249,0.69,0.845,0.218275060768277
"Foxn3",6.81513960897274e-06,-0.855329732797198,0.28,0.509,0.220026782275685
"Rpl22l1",6.81598267314187e-06,-0.848073852410542,0.34,0.582,0.220054000602385
"H2-Q4",6.96247260360469e-06,1.20090262575991,0.415,0.2,0.224783428007378
"Add3",6.99377470221241e-06,-0.6973953839058,0.05,0.209,0.225794016260928
"Ccnl1",7.00214680203656e-06,-0.832186246870889,0.14,0.336,0.22606430950375
"Zmynd11",7.15814477508756e-06,-0.683218138658561,0.15,0.364,0.231100704063702
"Mbtd1",7.23461622061432e-06,-0.604789183325027,0.055,0.218,0.233569584682533
"Ctcf",7.31120323103103e-06,-0.691107598823025,0.15,0.355,0.236042196313837
"Phf21a",7.40001094820966e-06,-0.485545738814248,0.055,0.218,0.238909353462949
"Txn1",7.72428972972815e-06,0.763676781668826,0.695,0.527,0.249378693924273
"Grk2",7.92795842392917e-06,-0.554945216904385,0.12,0.318,0.255954137716553
"March1",8.17150502336356e-06,-0.506211126806893,0.025,0.164,0.263817039679293
"Rpl30",8.36551749733236e-06,-0.763969247611715,0.705,0.855,0.270080732401375
"Rhoh",8.47090723257704e-06,-0.733178681024432,0.055,0.218,0.27348324000375
"4930523C07Rik",8.56545570209879e-06,-0.840414232385008,0.37,0.6,0.276535737342259
"2200002D01Rik",8.86314825365007e-06,1.06734528713104,0.46,0.236,0.286146741369093
"Pde8b",8.95950967762935e-06,-0.709621889675773,0.055,0.218,0.289257769942264
"Arhgef28",9.38739516608805e-06,-1.01356653209866,0.15,0.345,0.303072052937153
"Srsf7",9.40643260440412e-06,-0.559907484264016,0.235,0.464,0.303686676633187
"mt-Co3",9.93164636018846e-06,-0.457949639732655,0.995,1,0.320643202738685
"Csgalnact2",9.99330684438695e-06,-0.749188114927734,0.14,0.336,0.322633911471033
"Setd2",1.02047063476781e-05,-0.508615659724024,0.1,0.291,0.329458944434786
"Uvrag",1.02545627339127e-05,-0.66820458415269,0.14,0.336,0.33106855786437
"Txndc16",1.03378988768369e-05,-0.582300095338305,0.045,0.2,0.333759065238679
"Bod1l",1.04354652874806e-05,-0.849425346972358,0.19,0.391,0.336908996806311
"Sept11",1.10806035270011e-05,-0.518784348553582,0.04,0.191,0.357737284869232
"Cd53",1.12248002943067e-05,-0.829207306946637,0.08,0.255,0.362392677501691
"Csde1",1.12417703302697e-05,-0.778390117145131,0.43,0.645,0.362940555112758
"Gdi2",1.12783501638606e-05,-0.752549816010967,0.38,0.609,0.36412153504024
