"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Gm4221",0.241690816189442,0.0314388870580966,0.03,0.009,1
"Slc25a45",0.241690816189442,0.0265784392382348,0.03,0.009,1
"Rab11fip1",0.241723960267681,-0.124683697196081,0.5,0.564,1
"AW146154",0.241810700054629,-0.0410759450104413,0.035,0.064,1
"Tnfaip1",0.242009478043301,-0.109054512253075,0.24,0.318,1
"P2rx4",0.242138891189415,0.0379582058502965,0.175,0.118,1
"Rps11",0.242262932331651,-0.206578593320645,0.825,0.818,1
"Ppp1r11",0.242314281697064,-0.254332074180658,0.39,0.455,1
"Cars",0.242440547016959,-0.0179829292975936,0.055,0.091,1
"Smndc1",0.242559568969902,-0.242220702143105,0.115,0.155,1
"Stx6",0.242562614404771,-0.29478674095435,0.14,0.182,1
"Armc9",0.242663041930653,-0.110306267998945,0.01,0.027,1
"Gm45902",0.242663041930653,-0.0301482888571569,0.01,0.027,1
"Cdca7",0.242663041930653,-0.0915129361593857,0.01,0.027,1
"A630072M18Rik",0.242663041930653,-0.19365488819749,0.01,0.027,1
"Gpat3",0.242663041930653,-0.0463690505118285,0.01,0.027,1
"Shq1",0.242663041930653,-0.1223332221392,0.01,0.027,1
"Dcp1b",0.242663041930653,-0.0879616811212819,0.01,0.027,1
"Zfp784",0.242663041930653,-0.0922441988509122,0.01,0.027,1
"Cox7a1",0.242663041930653,-0.0385378932694351,0.01,0.027,1
"Gm15270",0.242663041930653,-0.028340206867202,0.01,0.027,1
"Dna2",0.242663041930653,-0.0453149328306905,0.01,0.027,1
"Ccl3",0.242663041930653,-0.235640182673731,0.01,0.027,1
"Pou5f2",0.242663041930653,-0.0886702078410291,0.01,0.027,1
"Ndrg2",0.242663041930653,-0.120442965593875,0.01,0.027,1
"Arl11",0.242663041930653,-0.140152767904916,0.01,0.027,1
"Parvb",0.242663041930653,-0.0789831971380423,0.01,0.027,1
"Cpt1b",0.242663041930653,-0.0509971869882189,0.01,0.027,1
"Zfp385a",0.242663041930653,-0.0680996737723279,0.01,0.027,1
"Ehhadh",0.242663041930653,-0.0205184877531684,0.01,0.027,1
"Ccdc14",0.242663041930653,-0.0503786241329393,0.01,0.027,1
"Gm4356",0.242663041930653,-0.055055734642002,0.01,0.027,1
"Atp6v1g2",0.242663041930653,-0.0337684093045061,0.01,0.027,1
"Hspa12a",0.242663041930653,-0.125067362171143,0.01,0.027,1
"Apex2",0.242663041930653,-0.223066165369067,0.01,0.027,1
"Map3k15",0.242663041930653,-0.290173352744295,0.01,0.027,1
"Mcrip1",0.242727641544433,-0.138634686452807,0.24,0.3,1
"Rpl7a",0.242844017971627,-0.0957454842889804,0.62,0.7,1
"Zfyve16",0.242856951274099,-0.191885898819845,0.08,0.118,1
"Rev1",0.243294297129556,-0.0569697229360094,0.035,0.064,1
"Nol6",0.243294297129556,-0.0923257511024056,0.035,0.064,1
"Etfbkmt",0.243294297129556,-0.040244632798481,0.035,0.064,1
"Kdm1b",0.243294297129556,-0.174930909320166,0.035,0.064,1
"Mrps18c",0.243419612194226,0.0506748917051296,0.285,0.218,1
"Tollip",0.243476948310641,-0.126877852978263,0.115,0.164,1
"Pigx",0.24351809051939,-0.125049470916455,0.135,0.182,1
"Surf6",0.243766173714738,0.00711808934106093,0.03,0.009,1
"Sla2",0.243766173714738,-0.00614096221352829,0.03,0.009,1
"Ttc12",0.243766173714738,-0.00509742861826426,0.03,0.009,1
"Nuak1",0.243766173714738,-0.0209157602044751,0.03,0.009,1
"Zbtb39",0.243766173714738,0.00122820145998712,0.03,0.009,1
"Spin2c",0.243766173714738,-0.0129018381176008,0.03,0.009,1
"Atp11c",0.244077956277281,0.0591578263996563,0.07,0.036,1
"Atp6v1c1",0.244357078064603,-0.00625034573389593,0.155,0.209,1
"Fbh1",0.244454926526759,-0.0817352020082693,0.07,0.109,1
"Txlna",0.244454926526759,-0.0613796183409535,0.07,0.109,1
"Ywhag",0.244504755041449,0.353628608834093,0.37,0.318,1
"Xndc1",0.244784279428749,-0.0606386724428757,0.035,0.064,1
"Slc16a6",0.244784279428749,-0.0612846016474795,0.035,0.064,1
"Ercc6",0.244784279428749,-0.0718426048887121,0.035,0.064,1
"Ndufv2",0.244825709643383,-0.063082596456432,0.255,0.318,1
"Podxl",0.244899200222207,0.19335389105942,0.08,0.045,1
"Plxdc2",0.245118906733935,-0.186485833476069,0.01,0.027,1
"Ss18l1",0.245118906733935,-0.0467825755437607,0.01,0.027,1
"Asb7",0.245118906733935,-0.188554308824231,0.01,0.027,1
"Mctp2",0.245118906733935,-0.0592163329432166,0.01,0.027,1
"Zfp668",0.245118906733935,-0.0410123016031107,0.01,0.027,1
"9130023H24Rik",0.245118906733935,-0.111884793405527,0.01,0.027,1
"Gm10575",0.245118906733935,-0.0754453329643803,0.01,0.027,1
"Mfsd4b4",0.245118906733935,-0.0657690403924422,0.01,0.027,1
"Lilr4b",0.245118906733935,-0.0541033454739375,0.01,0.027,1
"Map2k3os",0.245118906733935,-0.11658090300123,0.01,0.027,1
"2610307P16Rik",0.245118906733935,-0.103644986211772,0.01,0.027,1
"Cramp1l",0.245203077826536,-0.117507624308421,0.095,0.136,1
"Pacsin3",0.245509730934388,0.0623199937255541,0.115,0.073,1
"Sephs1",0.245586184865498,-0.206849634123801,0.05,0.082,1
"Slc52a3",0.245586184865498,-0.260183982813686,0.05,0.082,1
"Orc6",0.245586184865498,-0.225976407841116,0.05,0.082,1
"Agfg1",0.245640626959838,-0.209646308638308,0.18,0.227,1
"Dnm3",0.245666640012296,-0.182834503118854,0.15,0.2,1
"Rpl18a",0.245714950473519,-0.524397567083962,0.86,0.827,1
"Rbck1",0.246194604316447,-0.113594186488301,0.21,0.264,1
"Erf",0.246280654160762,-0.0135733015999253,0.035,0.064,1
"Suv39h1",0.246280654160762,0.138107116834819,0.055,0.027,1
"Ppa2",0.246417499930648,0.341900554714121,0.215,0.164,1
"Thoc5",0.246695120242002,-0.0152085474011058,0.07,0.109,1
"Pgpep1",0.246733717992509,-0.0328543497837013,0.07,0.036,1
"Usp19",0.246836373372864,0.0696297139783574,0.175,0.227,1
"Selenow",0.24694337110615,0.307494335961731,0.635,0.664,1
"Otud5",0.246966521905868,-0.124333929259423,0.135,0.182,1
"Pibf1",0.247096048332443,-0.185437961038734,0.065,0.1,1
"Glyr1",0.247154518313093,-0.0358269747678672,0.17,0.218,1
"Btbd9",0.247172188871688,-0.534983816405885,0.115,0.155,1
"Zmiz2",0.247401523672469,-0.0349415863868054,0.125,0.173,1
"Ctla4",0.247592157303358,-0.112431484506498,0.01,0.027,1
"Ngef",0.247592157303358,-0.0527737508580103,0.01,0.027,1
"Slc17a9",0.247592157303358,-0.0703728038785661,0.01,0.027,1
"Syde2",0.247592157303358,-0.0347247490642289,0.01,0.027,1
"Klhl8",0.247592157303358,-0.0244630030079666,0.01,0.027,1
"Zfp324",0.247592157303358,-0.0673528138365006,0.01,0.027,1
"Prim1",0.247592157303358,-0.0356231681644919,0.01,0.027,1
"Ccdc85c",0.247592157303358,-0.0282095842119766,0.01,0.027,1
"Tm7sf2",0.247592157303358,-0.0330492277725126,0.01,0.027,1
"Aldh1a7",0.247592157303358,-0.0863446787500211,0.01,0.027,1
"Nap1l3",0.247592157303358,-0.109905165168249,0.01,0.027,1
"Nrbp2",0.247682935978431,-0.157411596282863,0.22,0.273,1
"Eif2d",0.247704157766078,0.0470561783646071,0.105,0.064,1
"Ctdnep1",0.247799257345146,0.0175587600603796,0.13,0.082,1
"Casc4",0.247820594554267,-0.00798658344555264,0.07,0.109,1
"Ppp5c",0.248058473194905,-0.202617392755154,0.11,0.155,1
"Pithd1",0.248185395073387,-0.125640210184295,0.08,0.118,1
"Ptk2",0.248331418340763,-0.18384995886947,0.14,0.191,1
"Drap1",0.248350014174354,0.207505910599715,0.65,0.645,1
"Rab38",0.249292609043311,0.17333804274606,0.055,0.027,1
"Acsf3",0.249292609043311,-0.0468529075952707,0.035,0.064,1
"AI987944",0.249493568359726,-0.0795228915288142,0.05,0.082,1
"Gm26621",0.249493568359726,-0.0481988794446002,0.05,0.082,1
"Mrfap1",0.24977164649542,-0.111360332410953,0.41,0.482,1
"Ilvbl",0.24994593604766,0.040014867671422,0.11,0.155,1
"Ctnna1",0.249983651757892,-0.219450239163073,0.655,0.709,1
"Napb",0.250082824966532,-0.0140146476354989,0.01,0.027,1
"9230112E08Rik",0.250082824966532,-0.0292110121321399,0.01,0.027,1
"Nat8f1",0.250082824966532,-0.038083909966804,0.01,0.027,1
"Ankrd26",0.250082824966532,-0.0182531405340517,0.01,0.027,1
"Zfp82",0.250082824966532,-0.0304494022995346,0.01,0.027,1
"Itgam",0.250082824966532,-0.0745696277033642,0.01,0.027,1
"Msr1",0.250082824966532,-0.0242402184674123,0.01,0.027,1
"Zfp963",0.250082824966532,-0.0371300411460504,0.01,0.027,1
"Cep57l1",0.250082824966532,0.00864008628726635,0.01,0.027,1
"Trim37",0.250082824966532,-0.0299089797705807,0.01,0.027,1
"Zfp839",0.250082824966532,0.0148329997028585,0.01,0.027,1
"Mtrr",0.250082824966532,-0.0684504552574392,0.01,0.027,1
"Ston1",0.250082824966532,-0.0613505087495052,0.01,0.027,1
"Rab3il1",0.250082824966532,-0.0265227810310547,0.01,0.027,1
"Med31",0.250563218454711,-0.251581302735219,0.105,0.145,1
"Slc25a5",0.250568582510529,-0.0794736805482008,0.435,0.527,1
"Cipc",0.250614503679861,-0.165754667858727,0.065,0.1,1
"Gm20186",0.250755208446721,-0.0959923522200224,0.07,0.036,1
"Ccdc181",0.250808202894113,-0.0967619747293377,0.035,0.064,1
"0610030E20Rik",0.251119107897337,-0.0585650439028078,0.12,0.164,1
"Mosmo",0.251203257594913,-0.169708491633435,0.095,0.136,1
"Abhd17c",0.2513474253752,-0.215273015165246,0.195,0.245,1
"Coq2",0.251375624581039,-0.325935042199996,0.115,0.155,1
"Prep",0.251717191719896,-0.171600521859377,0.245,0.309,1
"Cwc27",0.252122505225829,-0.111575335610951,0.05,0.082,1
"Ganc",0.252330216576477,-0.0302504204142793,0.035,0.064,1
"Plekha6",0.25259093998399,-0.0960143363073819,0.01,0.027,1
"Fancg",0.25259093998399,0.00437979498004912,0.01,0.027,1
"Zfp518b",0.25259093998399,-0.00980297538535266,0.01,0.027,1
"Antxr1",0.25259093998399,-0.0875236756808783,0.01,0.027,1
"Tcim",0.25259093998399,-0.116513126150458,0.01,0.027,1
"Prag1",0.25259093998399,-0.0251672554071855,0.01,0.027,1
"Wdr59",0.25259093998399,-0.0172932378765173,0.01,0.027,1
"C1qtnf2",0.25259093998399,-0.14319701514871,0.01,0.027,1
"Cntrob",0.25259093998399,-0.05227350509652,0.01,0.027,1
"4933406C10Rik",0.25259093998399,0.0364154546374921,0.01,0.027,1
"Slc22a17",0.25259093998399,-0.00845569902564515,0.01,0.027,1
"Tiam1",0.25259093998399,0.0124049501805168,0.01,0.027,1
"Crip2",0.252825293214597,-0.301392974368806,0.785,0.827,1
"Adsl",0.253444190899882,-0.194008741627985,0.05,0.082,1
"C1galt1c1",0.253617243166417,-0.299616940886346,0.15,0.2,1
"Elof1",0.253708049011661,0.420134445636782,0.25,0.209,1
"Ociad1",0.25385733539593,0.338413290496598,0.25,0.2,1
"Arhgef11",0.253881053085219,-0.0264262543939229,0.085,0.127,1
"Pqlc1",0.254279985463591,0.0951465779954461,0.215,0.164,1
"Psmd5",0.254301724434282,0.0932324518991614,0.105,0.064,1
"Pdcd5",0.254620236799281,0.503640964643566,0.36,0.318,1
"Rala",0.254662262084351,0.329910183471783,0.355,0.3,1
"Nkapd1",0.254770693600767,-0.0711311567087763,0.05,0.082,1
"Tbca",0.254935069354278,-0.173713629367958,0.395,0.482,1
"Fastkd5",0.255116531538337,-0.0249021684266046,0.01,0.027,1
"P2ry6",0.255116531538337,0.00159092824040058,0.01,0.027,1
"Lonrf1",0.255116531538337,0.0068099200292639,0.01,0.027,1
"Swsap1",0.255116531538337,-0.0122495793160073,0.01,0.027,1
"Cyyr1",0.255116531538337,-0.0491470610614884,0.01,0.027,1
"Alg3",0.255413097278332,0.0283002562877209,0.105,0.064,1
"Usp22",0.255736794707224,-0.164636156212668,0.135,0.182,1
"Eya1",0.255796022117296,-0.15403562535354,0.005,0.018,1
"Il1r2",0.255796022117296,-0.165454960275622,0.005,0.018,1
"Aox3",0.255796022117296,-0.0193196962966673,0.005,0.018,1
"Pask",0.255796022117296,-0.0248192622213737,0.005,0.018,1
"A430106G13Rik",0.255796022117296,-0.0629971897796012,0.005,0.018,1
"Cd244a",0.255796022117296,-0.0555087534446615,0.005,0.018,1
"Kmo",0.255796022117296,-0.0596118802556299,0.005,0.018,1
"Fam71a",0.255796022117296,-0.0395837011148483,0.005,0.018,1
"Gm10855",0.255796022117296,-0.0213050119999098,0.005,0.018,1
"Dhrs9",0.255796022117296,-0.0369733663362279,0.005,0.018,1
"Ttc30a1",0.255796022117296,-0.0669508086423193,0.005,0.018,1
"Lgr4",0.255796022117296,-0.108115483679111,0.005,0.018,1
"Snhg11",0.255796022117296,-0.0130982385466413,0.005,0.018,1
"Zfp335os",0.255796022117296,-0.0220078506732689,0.005,0.018,1
"1810062G17Rik",0.255796022117296,-0.145508369286114,0.005,0.018,1
"9330121J05Rik",0.255796022117296,-0.0539794292726348,0.005,0.018,1
"Gm43466",0.255796022117296,-0.0484320653560654,0.005,0.018,1
"Atxn7l2",0.255796022117296,-0.04851465753804,0.005,0.018,1
"Gpsm2",0.255796022117296,-0.0310879110364925,0.005,0.018,1
"Ddah1",0.255796022117296,-0.0162319194417236,0.005,0.018,1
"Ccdc171",0.255796022117296,-0.046797384975176,0.005,0.018,1
"Catsper4",0.255796022117296,-0.0220078506732689,0.005,0.018,1
"Grrp1",0.255796022117296,-0.0530807764944035,0.005,0.018,1
"Gm43113",0.255796022117296,-0.0349538204069115,0.005,0.018,1
"Grk4",0.255796022117296,-0.0446064558546881,0.005,0.018,1
"Kit",0.255796022117296,-0.0368070553321707,0.005,0.018,1
"Abcg3",0.255796022117296,-0.0503476973156596,0.005,0.018,1
"Gtf2ird2",0.255796022117296,-0.0581859509482401,0.005,0.018,1
"Hepacam2",0.255796022117296,-0.0268893023684762,0.005,0.018,1
"Kbtbd8",0.255796022117296,-0.164737118519767,0.005,0.018,1
"Clec4a3",0.255796022117296,-0.0409280429620525,0.005,0.018,1
"Zfp446",0.255796022117296,-0.022321102019247,0.005,0.018,1
"Atp1a3",0.255796022117296,-0.0330934712212901,0.005,0.018,1
"Numbl",0.255796022117296,-0.204664051694057,0.005,0.018,1
"Zfp658",0.255796022117296,-0.0185269491712491,0.005,0.018,1
"Myo7a",0.255796022117296,-0.0328122346993947,0.005,0.018,1
"Palb2",0.255796022117296,-0.0288617850416181,0.005,0.018,1
"E230032D23Rik",0.255796022117296,-0.0677407264679084,0.005,0.018,1
"Gm19569",0.255796022117296,-0.012500298920026,0.005,0.018,1
"Rwdd2a",0.255796022117296,-0.0423558285795925,0.005,0.018,1
"Amt",0.255796022117296,-0.0112730854550269,0.005,0.018,1
"Pald1",0.255796022117296,-0.0337580127233009,0.005,0.018,1
"Gzmm",0.255796022117296,-0.059807327784406,0.005,0.018,1
"BC024063",0.255796022117296,-0.0393658084989333,0.005,0.018,1
"Tmtc2",0.255796022117296,-0.119455971976105,0.005,0.018,1
"Timeless",0.255796022117296,-0.133267000237646,0.005,0.018,1
"Sh3pxd2b",0.255796022117296,-0.21039463784398,0.005,0.018,1
"Zfp354a",0.255796022117296,-0.0523055204008288,0.005,0.018,1
"Gm45605",0.255796022117296,-0.0248126177489628,0.005,0.018,1
"Pigw",0.255796022117296,-0.0260493555330934,0.005,0.018,1
"Hoxb5",0.255796022117296,-0.168874293469425,0.005,0.018,1
"Srcin1",0.255796022117296,-0.0272572552592739,0.005,0.018,1
"Immp2l",0.255796022117296,-0.0484428749493497,0.005,0.018,1
"1300014J16Rik",0.255796022117296,-0.0744024103427265,0.005,0.018,1
"Gm46378",0.255796022117296,-0.0375615283466777,0.005,0.018,1
"Akr1c13",0.255796022117296,-0.0906293461866126,0.005,0.018,1
"Gm35330",0.255796022117296,-0.0981970010580734,0.005,0.018,1
"Gpr141",0.255796022117296,-0.0302326101930194,0.005,0.018,1
"Slc17a2",0.255796022117296,-0.0610048682173407,0.005,0.018,1
"Gm34084",0.255796022117296,-0.0370733534838623,0.005,0.018,1
"Cmya5",0.255796022117296,-0.0172101769264334,0.005,0.018,1
"Gm9828",0.255796022117296,-0.0452599036514364,0.005,0.018,1
"Gm48914",0.255796022117296,-0.0343122540587021,0.005,0.018,1
"Gm16973",0.255796022117296,-0.0164822244945204,0.005,0.018,1
"Serp2",0.255796022117296,-0.176337773636684,0.005,0.018,1
"Bora",0.255796022117296,-0.0724799763718311,0.005,0.018,1
"Ccdc152",0.255796022117296,-0.01069140763427,0.005,0.018,1
"Gm41349",0.255796022117296,-0.0548407504836602,0.005,0.018,1
"Gm17597",0.255796022117296,-0.0521742864384987,0.005,0.018,1
"C730034F03Rik",0.255796022117296,-0.0736143918797488,0.005,0.018,1
"Nckap5l",0.255796022117296,-0.0268875926151869,0.005,0.018,1
"Ppp1r1a",0.255796022117296,-0.0124123031284962,0.005,0.018,1
"Nlrc3",0.255796022117296,-0.0657969781531468,0.005,0.018,1
"2610020C07Rik",0.255796022117296,-0.0337149957739244,0.005,0.018,1
"Plcxd2",0.255796022117296,-0.0512450432149114,0.005,0.018,1
"Gm49719",0.255796022117296,-0.0152986631727183,0.005,0.018,1
"Noxo1",0.255796022117296,-0.0961720260768672,0.005,0.018,1
"Wdr90",0.255796022117296,-0.0453854343699056,0.005,0.018,1
"Rab44",0.255796022117296,-0.0664599869626428,0.005,0.018,1
"Notch4",0.255796022117296,-0.0453351751053722,0.005,0.018,1
"Ndc80",0.255796022117296,-0.0749888983852722,0.005,0.018,1
"Pkdcc",0.255796022117296,-0.0698012994087887,0.005,0.018,1
"4933408B17Rik",0.255796022117296,-0.0648988940420748,0.005,0.018,1
"Apbb3",0.255796022117296,-0.0567089077784711,0.005,0.018,1
"Eif3j2",0.255796022117296,-0.0527815439418095,0.005,0.018,1
"A930012L18Rik",0.255796022117296,-0.014169402206054,0.005,0.018,1
"Piezo2",0.255796022117296,-0.120867023665231,0.005,0.018,1
"Gal",0.255796022117296,-0.0427254946872155,0.005,0.018,1
"Zfp280c",0.255796022117296,-0.135716875068206,0.005,0.018,1
"Jpx",0.255796022117296,-0.0675570739683529,0.005,0.018,1
"Cysltr1",0.255796022117296,-0.12613282976305,0.005,0.018,1
"Ern1",0.25595751308371,0.153683890144658,0.09,0.055,1
"Yeats2",0.256102017374596,-0.0355556573643641,0.05,0.082,1
"Zfp869",0.256412867080334,-0.164037223813888,0.09,0.127,1
"Frmd4a",0.256630963536311,-0.0258350478230952,0.11,0.155,1
"Crb3",0.2566915375988,0.210717201927252,0.375,0.327,1
"Prps1",0.25687661465932,-0.222301320273016,0.13,0.173,1
"Wdr11",0.256880058526851,-0.171151900825509,0.08,0.118,1
"Cptp",0.256934840740092,0.13701017125588,0.055,0.027,1
"Clec12a",0.256934840740092,0.223323959834878,0.055,0.027,1
"Palld",0.256934840740092,0.19610212954293,0.055,0.027,1
"Fkbpl",0.256934840740092,0.109422879194606,0.055,0.027,1
"Otulin",0.256981205396476,-0.114361502016987,0.14,0.191,1
"Nfkbil1",0.257070943372554,0.129686745200997,0.115,0.073,1
"Bcar1",0.257117261906217,0.11565130664202,0.1,0.064,1
"Ank",0.25715551755025,0.220431368577356,0.09,0.055,1
"Plekhb2",0.257170404314414,0.109543862988011,0.325,0.264,1
"Rps27l",0.257235761194471,0.556819909640544,0.48,0.491,1
"Pigg",0.257382946998384,0.0224045500654028,0.115,0.164,1
"Ppp3r1",0.257382946998384,0.0290924240648454,0.115,0.164,1
"Cttn",0.257384827155574,0.15402712357595,0.29,0.227,1
"Grhpr",0.257416716507805,0.0683153925372595,0.135,0.091,1
"Htt",0.257416716507805,-0.0802241938736981,0.105,0.145,1
"L3mbtl2",0.257438166184166,-0.0552339613937503,0.05,0.082,1
"Firre",0.257438166184166,-0.228228402252938,0.05,0.082,1
"Nrp1",0.257550806649949,-0.250237624848845,0.245,0.291,1
"Urb2",0.257659627723482,-0.0126992165980552,0.01,0.027,1
"Rffl",0.257659627723482,0.00283229114405675,0.01,0.027,1
"Wbp2",0.258295811993606,-0.302609886337641,0.345,0.391,1
"Exoc4",0.258427959755239,-0.0878305800005164,0.165,0.218,1
"Clec16a",0.258482597136823,0.15661213361983,0.055,0.027,1
"Nsmce3",0.258549824532508,-0.0965920091477356,0.12,0.164,1
"Mib2",0.258779143908528,-0.105910583471047,0.05,0.082,1
"Pja2",0.258889096841056,-0.207780176596915,0.255,0.309,1
"B3gnt7",0.259077801264603,-0.0251250015762757,0.005,0.018,1
"Inpp5e",0.259077801264603,-0.0537135017435173,0.005,0.018,1
"Gm43254",0.259077801264603,-0.0329457477237375,0.005,0.018,1
"C1qtnf7",0.259077801264603,-0.0826412831683156,0.005,0.018,1
"Ttc26",0.259077801264603,-0.0251416158154162,0.005,0.018,1
"Bhlhe41",0.259077801264603,-0.10153859060101,0.005,0.018,1
"Zfp59",0.259077801264603,-0.0472685485738017,0.005,0.018,1
"Zfp790",0.259077801264603,-0.0433017334718287,0.005,0.018,1
"Alg8",0.259077801264603,-0.0244546110195634,0.005,0.018,1
"Gm45620",0.259077801264603,-0.0117679950585426,0.005,0.018,1
"Smim31",0.259077801264603,-0.109282172095443,0.005,0.018,1
"Csgalnact1",0.259077801264603,-0.108690858058014,0.005,0.018,1
"Disc1",0.259077801264603,-0.0243078321852132,0.005,0.018,1
"Piwil4",0.259077801264603,-0.0448781709974505,0.005,0.018,1
"Bfsp2",0.259077801264603,-0.0353050235859194,0.005,0.018,1
"Arg1",0.259077801264603,-0.0503682895198412,0.005,0.018,1
"Arhgap27os2",0.259077801264603,-0.0318402171918624,0.005,0.018,1
"Gm20682",0.259077801264603,-0.0327838408268874,0.005,0.018,1
"C230035I16Rik",0.259077801264603,-0.0212592411406649,0.005,0.018,1
"Zfp759",0.259077801264603,-0.0436932470779841,0.005,0.018,1
"Zfp455",0.259077801264603,-0.0242739879276344,0.005,0.018,1
"Cenpk",0.259077801264603,-0.0478821119647498,0.005,0.018,1
"Faim2",0.259077801264603,-0.105401233563883,0.005,0.018,1
"Wdr5b",0.259077801264603,-0.0343891437676711,0.005,0.018,1
"Smoc2",0.259077801264603,-0.0113395705748355,0.005,0.018,1
"Uhrf1bp1",0.259077801264603,-0.0197213054766638,0.005,0.018,1
"Gm49864",0.259077801264603,-0.0195509054622607,0.005,0.018,1
"Tnfsf9",0.259077801264603,-0.0221366794315343,0.005,0.018,1
"Lipg",0.259077801264603,-0.117382426835143,0.005,0.018,1
"Gng3",0.259077801264603,-0.0272753460107806,0.005,0.018,1
"Ifit1bl2",0.259077801264603,-0.0192219012020856,0.005,0.018,1
"Plxna3",0.259077801264603,-0.0314582044970857,0.005,0.018,1
"Nfya",0.259273178793173,-0.0661029100098349,0.07,0.109,1
"Gt(ROSA)26Sor",0.259361765241731,-0.0323391728568369,0.095,0.136,1
"Riox2",0.259892327668337,-0.0309629219902705,0.105,0.064,1
"Ppip5k1",0.260036804317086,0.11709608855344,0.055,0.027,1
"Gfod2",0.260036804317086,-0.0415114850920616,0.055,0.027,1
"B4galt7",0.260036804317086,0.178191497902836,0.055,0.027,1
"Tysnd1",0.260136358900712,-0.239356164366365,0.06,0.091,1
"Trappc8",0.260393385592426,-0.11963216167873,0.105,0.145,1
"Pnpla7",0.260394337703042,0.118115477391818,0.125,0.082,1
"Mprip",0.260474752205035,-0.18735782408836,0.55,0.645,1
"Fam192a",0.260543845651314,0.283441716256038,0.155,0.109,1
"Dnajb11",0.260864827235336,-0.0993355250860233,0.235,0.3,1
"Scd1",0.261179100577091,0.0369137084137852,0.22,0.291,1
"Exosc3",0.26118250870961,-0.0488258396196952,0.15,0.1,1
"3110009E18Rik",0.261261316137074,-0.261181939122104,0.03,0.055,1
"Dalrd3",0.261481346356824,0.0696451021596512,0.11,0.155,1
"Cnpy3",0.261481346356824,-0.0267618452934964,0.11,0.155,1
"Atp6v0e2",0.261597468022974,0.0721276529109555,0.055,0.027,1
"Nsdhl",0.261597468022974,-0.0310145677414288,0.055,0.027,1
"Gpat4",0.261687296507423,0.385406252018112,0.13,0.091,1
"Prpsap1",0.261724668520643,-0.1790784109668,0.14,0.182,1
"Tsga10",0.26238863497816,-0.00386885933042833,0.005,0.018,1
"Slco4c1",0.26238863497816,0.0471378541988487,0.005,0.018,1
"Sh2d1b1",0.26238863497816,-0.0147687029909851,0.005,0.018,1
"1700056E22Rik",0.26238863497816,0.0574251232322591,0.005,0.018,1
"Skida1",0.26238863497816,-0.0517293921039341,0.005,0.018,1
"Ttc30b",0.26238863497816,-0.000909723806035406,0.005,0.018,1
"Dnmt3b",0.26238863497816,-0.0118822207592247,0.005,0.018,1
"Hist2h2be",0.26238863497816,0.00766997170807954,0.005,0.018,1
"Epha7",0.26238863497816,-0.00190814019104802,0.005,0.018,1
"Trabd2b",0.26238863497816,-0.0753120558297004,0.005,0.018,1
"Tmem240",0.26238863497816,-0.011518022757506,0.005,0.018,1
"2510017J16Rik",0.26238863497816,0.0169443496922075,0.005,0.018,1
"Kcnk3",0.26238863497816,-0.0771638780218948,0.005,0.018,1
"Fbxo24",0.26238863497816,-0.0184220602675863,0.005,0.018,1
"D130017N08Rik",0.26238863497816,-0.00581055441360307,0.005,0.018,1
"Hoxa5",0.26238863497816,-0.0109160043366047,0.005,0.018,1
"Hspb6",0.26238863497816,-0.00217337809764558,0.005,0.018,1
"Capn5",0.26238863497816,0.00942502601042091,0.005,0.018,1
"Dgat2",0.26238863497816,-0.125438162199502,0.005,0.018,1
"Trim30c",0.26238863497816,0.0174653592731003,0.005,0.018,1
"Efnb2",0.26238863497816,-0.000987514040608102,0.005,0.018,1
"K230015D01Rik",0.26238863497816,-0.0175762279237753,0.005,0.018,1
"Spire2",0.26238863497816,-0.0134876570354027,0.005,0.018,1
"Gm26759",0.26238863497816,-0.0151629303560565,0.005,0.018,1
"Gm48529",0.26238863497816,-0.0135360822968996,0.005,0.018,1
"Slc22a5",0.26238863497816,0.0176737033696406,0.005,0.018,1
"Tekt1",0.26238863497816,0.0276484493959151,0.005,0.018,1
"Smtnl2",0.26238863497816,-0.1168380018308,0.005,0.018,1
"Ccdc40",0.26238863497816,0.0139112498231207,0.005,0.018,1
"Samd15",0.26238863497816,0.0196593586327188,0.005,0.018,1
"Rarb",0.26238863497816,0.0496012774212542,0.005,0.018,1
"Slc15a1",0.26238863497816,0.0252445468244037,0.005,0.018,1
"Gm49077",0.26238863497816,-0.0062952329091898,0.005,0.018,1
"Slc22a22",0.26238863497816,0.0147183122911518,0.005,0.018,1
"Gm671",0.26238863497816,-0.000853939942854192,0.005,0.018,1
"Csta2",0.26238863497816,0.0328980535629647,0.005,0.018,1
"Gm49741",0.26238863497816,-0.00821182083137533,0.005,0.018,1
"Polh",0.26238863497816,-0.026625891678941,0.005,0.018,1
"Pcdhga7",0.26238863497816,0.00881970225519708,0.005,0.018,1
"Nrxn2",0.26238863497816,0.0153456564831605,0.005,0.018,1
"Prune2",0.26238863497816,0.036867247871511,0.005,0.018,1
"Parg",0.262468007347389,-0.0568400516975613,0.095,0.136,1
"Cdc123",0.262541139303057,-0.350164635302867,0.175,0.218,1
"Ikzf2",0.262947247935564,-0.370721484896585,0.03,0.055,1
"Tmem43",0.26308421482395,0.228206696393873,0.255,0.2,1
"Ift81",0.263164593845133,0.13437035146919,0.035,0.064,1
"Flrt3",0.263183735287231,-0.0922145944846313,0.325,0.382,1
